Country/Region,Date,Cases,new_date
South Sudan,2/22/20,0,2020-02-22
Trinidad and Tobago,2/22/20,0,2020-02-22
Honduras,2/22/20,0,2020-02-22
Saint Kitts and Nevis,2/22/20,0,2020-02-22
Nicaragua,2/22/20,0,2020-02-22
United Arab Emirates,2/22/20,13,2020-02-22
Bosnia and Herzegovina,2/22/20,0,2020-02-22
Central African Republic,2/22/20,0,2020-02-22
Sudan,2/22/20,0,2020-02-22
Denmark,2/22/20,0,2020-02-22
Taiwan*,2/22/20,26,2020-02-22
Luxembourg,2/22/20,0,2020-02-22
Finland,2/23/20,1,2020-02-23
Australia,2/23/20,15,2020-02-23
Kosovo,2/23/20,0,2020-02-23
Saint Vincent and the Grenadines,2/23/20,0,2020-02-23
Gabon,2/23/20,0,2020-02-23
Venezuela,2/23/20,0,2020-02-23
Switzerland,2/23/20,0,2020-02-23
Greece,2/23/20,0,2020-02-23
Afghanistan,2/23/20,0,2020-02-23
"Korea, South",2/23/20,602,2020-02-23
Spain,2/23/20,2,2020-02-23
Gambia,2/23/20,0,2020-02-23
Armenia,2/23/20,0,2020-02-23
Dominican Republic,2/23/20,0,2020-02-23
Mexico,2/23/20,0,2020-02-23
Brunei,2/23/20,0,2020-02-23
Montenegro,2/23/20,0,2020-02-23
Mongolia,2/23/20,0,2020-02-23
Latvia,2/23/20,0,2020-02-23
Sao Tome and Principe,2/23/20,0,2020-02-23
United Arab Emirates,2/23/20,13,2020-02-23
Indonesia,2/23/20,0,2020-02-23
Laos,2/23/20,0,2020-02-23
Moldova,2/23/20,0,2020-02-23
Central African Republic,2/23/20,0,2020-02-23
San Marino,2/23/20,0,2020-02-23
Iran,2/23/20,43,2020-02-23
Cuba,2/23/20,0,2020-02-23
Portugal,2/23/20,0,2020-02-23
Bhutan,2/23/20,0,2020-02-23
Chad,2/23/20,0,2020-02-23
Congo (Kinshasa),2/23/20,0,2020-02-23
Kenya,2/23/20,0,2020-02-23
Kyrgyzstan,2/23/20,0,2020-02-23
Belize,2/23/20,0,2020-02-23
Benin,2/23/20,0,2020-02-23
Kuwait,2/23/20,0,2020-02-23
Cambodia,2/23/20,1,2020-02-23
Monaco,2/23/20,0,2020-02-23
France,2/23/20,12,2020-02-23
Ecuador,2/23/20,0,2020-02-23
Eritrea,2/23/20,0,2020-02-23
Sweden,2/23/20,1,2020-02-23
Equatorial Guinea,2/23/20,0,2020-02-23
Luxembourg,2/23/20,0,2020-02-23
Sudan,2/23/20,0,2020-02-23
Bosnia and Herzegovina,2/23/20,0,2020-02-23
Maldives,2/23/20,0,2020-02-23
Israel,2/23/20,1,2020-02-23
Saint Kitts and Nevis,2/23/20,0,2020-02-23
Bangladesh,2/23/20,0,2020-02-23
Trinidad and Tobago,2/23/20,0,2020-02-23
South Sudan,2/23/20,0,2020-02-23
Uzbekistan,2/23/20,0,2020-02-23
Uganda,2/23/20,0,2020-02-23
Japan,2/23/20,147,2020-02-23
Cameroon,2/23/20,0,2020-02-23
Lithuania,2/23/20,0,2020-02-23
Eswatini,2/23/20,0,2020-02-23
Colombia,2/23/20,0,2020-02-23
Mali,2/23/20,0,2020-02-23
Estonia,2/23/20,0,2020-02-23
Serbia,2/23/20,0,2020-02-23
Germany,2/23/20,16,2020-02-23
Malawi,2/23/20,0,2020-02-23
Italy,2/23/20,155,2020-02-23
Timor-Leste,2/23/20,0,2020-02-23
Bahrain,2/23/20,0,2020-02-23
China,2/23/20,77022,2020-02-23
Madagascar,2/23/20,0,2020-02-23
Bahamas,2/23/20,0,2020-02-23
Malaysia,2/23/20,22,2020-02-23
Botswana,2/23/20,0,2020-02-23
Uruguay,2/23/20,0,2020-02-23
Russia,2/23/20,2,2020-02-23
Jamaica,2/23/20,0,2020-02-23
MS Zaandam,2/23/20,0,2020-02-23
Suriname,2/23/20,0,2020-02-23
Burundi,2/23/20,0,2020-02-23
Rwanda,2/23/20,0,2020-02-23
Belgium,2/23/20,1,2020-02-23
Romania,2/23/20,0,2020-02-23
Azerbaijan,2/23/20,0,2020-02-23
Bolivia,2/23/20,0,2020-02-23
United Kingdom,2/23/20,9,2020-02-23
Slovenia,2/23/20,0,2020-02-23
Seychelles,2/23/20,0,2020-02-23
Egypt,2/23/20,1,2020-02-23
Togo,2/23/20,0,2020-02-23
Kazakhstan,2/23/20,0,2020-02-23
Austria,2/23/20,0,2020-02-23
Fiji,2/23/20,0,2020-02-23
Iraq,2/23/20,0,2020-02-23
Ukraine,2/23/20,0,2020-02-23
Lebanon,2/23/20,1,2020-02-23
Congo (Brazzaville),2/23/20,0,2020-02-23
Qatar,2/23/20,0,2020-02-23
Saudi Arabia,2/23/20,0,2020-02-23
Sri Lanka,2/23/20,1,2020-02-23
Mauritius,2/23/20,0,2020-02-23
Senegal,2/23/20,0,2020-02-23
Pakistan,2/23/20,0,2020-02-23
South Africa,2/23/20,0,2020-02-23
Georgia,2/23/20,0,2020-02-23
Barbados,2/23/20,0,2020-02-23
Ghana,2/23/20,0,2020-02-23
Liechtenstein,2/23/20,0,2020-02-23
Ireland,2/23/20,0,2020-02-23
Canada,2/23/20,9,2020-02-23
Malta,2/23/20,0,2020-02-23
Liberia,2/23/20,0,2020-02-23
El Salvador,2/23/20,0,2020-02-23
Jordan,2/23/20,0,2020-02-23
Mauritania,2/23/20,0,2020-02-23
Saint Lucia,2/23/20,0,2020-02-23
Ethiopia,2/23/20,0,2020-02-23
Brazil,2/23/20,0,2020-02-23
Libya,2/23/20,0,2020-02-23
Belarus,2/23/20,0,2020-02-23
Chile,2/23/20,0,2020-02-23
Guyana,2/23/20,0,2020-02-23
Guinea-Bissau,2/23/20,0,2020-02-23
Singapore,2/23/20,89,2020-02-23
Guinea,2/23/20,0,2020-02-23
Cote d'Ivoire,2/23/20,0,2020-02-23
Cyprus,2/23/20,0,2020-02-23
Argentina,2/23/20,0,2020-02-23
Hungary,2/23/20,0,2020-02-23
Netherlands,2/23/20,0,2020-02-23
Oman,2/23/20,0,2020-02-23
Western Sahara,2/23/20,0,2020-02-23
Grenada,2/23/20,0,2020-02-23
Nepal,2/23/20,1,2020-02-23
Niger,2/23/20,0,2020-02-23
Zambia,2/23/20,0,2020-02-23
Dominica,2/23/20,0,2020-02-23
Burma,2/23/20,0,2020-02-23
Iceland,2/23/20,0,2020-02-23
Peru,2/23/20,0,2020-02-23
Mozambique,2/23/20,0,2020-02-23
Albania,2/23/20,0,2020-02-23
Vietnam,2/23/20,16,2020-02-23
Diamond Princess,2/23/20,691,2020-02-23
India,2/23/20,3,2020-02-23
Norway,2/23/20,0,2020-02-23
Morocco,2/23/20,0,2020-02-23
Guatemala,2/23/20,0,2020-02-23
Czechia,2/23/20,0,2020-02-23
Holy See,2/23/20,0,2020-02-23
Croatia,2/23/20,0,2020-02-23
Philippines,2/23/20,3,2020-02-23
Thailand,2/23/20,35,2020-02-23
Zimbabwe,2/23/20,0,2020-02-23
Algeria,2/23/20,0,2020-02-23
Nigeria,2/23/20,0,2020-02-23
Turkey,2/23/20,0,2020-02-23
Costa Rica,2/23/20,0,2020-02-23
Angola,2/23/20,0,2020-02-23
Tunisia,2/23/20,0,2020-02-23
Somalia,2/23/20,0,2020-02-23
Paraguay,2/23/20,0,2020-02-23
Burkina Faso,2/23/20,0,2020-02-23
Haiti,2/23/20,0,2020-02-23
US,2/23/20,15,2020-02-23
New Zealand,2/23/20,0,2020-02-23
Sierra Leone,2/23/20,0,2020-02-23
Taiwan*,2/23/20,28,2020-02-23
Antigua and Barbuda,2/23/20,0,2020-02-23
Slovakia,2/23/20,0,2020-02-23
Denmark,2/23/20,0,2020-02-23
North Macedonia,2/23/20,0,2020-02-23
Cabo Verde,2/23/20,0,2020-02-23
Honduras,2/23/20,0,2020-02-23
Djibouti,2/23/20,0,2020-02-23
Namibia,2/23/20,0,2020-02-23
West Bank and Gaza,2/23/20,0,2020-02-23
Syria,2/23/20,0,2020-02-23
Poland,2/23/20,0,2020-02-23
Panama,2/23/20,0,2020-02-23
Papua New Guinea,2/23/20,0,2020-02-23
Tanzania,2/23/20,0,2020-02-23
Bulgaria,2/23/20,0,2020-02-23
Nicaragua,2/23/20,0,2020-02-23
Andorra,2/23/20,0,2020-02-23
Romania,2/24/20,0,2020-02-24
North Macedonia,2/24/20,0,2020-02-24
Tunisia,2/24/20,0,2020-02-24
Mauritania,2/24/20,0,2020-02-24
Egypt,2/24/20,1,2020-02-24
Togo,2/24/20,0,2020-02-24
Nigeria,2/24/20,0,2020-02-24
Mali,2/24/20,0,2020-02-24
Costa Rica,2/24/20,0,2020-02-24
Holy See,2/24/20,0,2020-02-24
Seychelles,2/24/20,0,2020-02-24
Saint Vincent and the Grenadines,2/24/20,0,2020-02-24
Bulgaria,2/24/20,0,2020-02-24
United Kingdom,2/24/20,13,2020-02-24
Cameroon,2/24/20,0,2020-02-24
Belgium,2/24/20,1,2020-02-24
Antigua and Barbuda,2/24/20,0,2020-02-24
Djibouti,2/24/20,0,2020-02-24
Azerbaijan,2/24/20,0,2020-02-24
Sri Lanka,2/24/20,1,2020-02-24
Iceland,2/24/20,0,2020-02-24
South Africa,2/24/20,0,2020-02-24
Tanzania,2/24/20,0,2020-02-24
Burma,2/24/20,0,2020-02-24
Namibia,2/24/20,0,2020-02-24
Saudi Arabia,2/24/20,0,2020-02-24
Zambia,2/24/20,0,2020-02-24
Zimbabwe,2/24/20,0,2020-02-24
Ireland,2/24/20,0,2020-02-24
Brazil,2/24/20,0,2020-02-24
Lebanon,2/24/20,1,2020-02-24
El Salvador,2/24/20,0,2020-02-24
Slovakia,2/24/20,0,2020-02-24
Luxembourg,2/24/20,0,2020-02-24
Guinea-Bissau,2/24/20,0,2020-02-24
Somalia,2/24/20,0,2020-02-24
Ukraine,2/24/20,0,2020-02-24
Fiji,2/24/20,0,2020-02-24
Pakistan,2/24/20,0,2020-02-24
Colombia,2/24/20,0,2020-02-24
Austria,2/24/20,0,2020-02-24
Gambia,2/24/20,0,2020-02-24
Kazakhstan,2/24/20,0,2020-02-24
Malta,2/24/20,0,2020-02-24
Rwanda,2/24/20,0,2020-02-24
Uganda,2/24/20,0,2020-02-24
Madagascar,2/24/20,0,2020-02-24
Lithuania,2/24/20,0,2020-02-24
Syria,2/24/20,0,2020-02-24
China,2/24/20,77241,2020-02-24
Eswatini,2/24/20,0,2020-02-24
Senegal,2/24/20,0,2020-02-24
Japan,2/24/20,159,2020-02-24
Bahrain,2/24/20,1,2020-02-24
Burkina Faso,2/24/20,0,2020-02-24
Peru,2/24/20,0,2020-02-24
Germany,2/24/20,16,2020-02-24
Eritrea,2/24/20,0,2020-02-24
Georgia,2/24/20,0,2020-02-24
Croatia,2/24/20,0,2020-02-24
Paraguay,2/24/20,0,2020-02-24
Cabo Verde,2/24/20,0,2020-02-24
South Sudan,2/24/20,0,2020-02-24
Uruguay,2/24/20,0,2020-02-24
Denmark,2/24/20,0,2020-02-24
Bangladesh,2/24/20,0,2020-02-24
Andorra,2/24/20,0,2020-02-24
Sudan,2/24/20,0,2020-02-24
Estonia,2/24/20,0,2020-02-24
Bosnia and Herzegovina,2/24/20,0,2020-02-24
Burundi,2/24/20,0,2020-02-24
West Bank and Gaza,2/24/20,0,2020-02-24
MS Zaandam,2/24/20,0,2020-02-24
Trinidad and Tobago,2/24/20,0,2020-02-24
Honduras,2/24/20,0,2020-02-24
Jamaica,2/24/20,0,2020-02-24
Saint Kitts and Nevis,2/24/20,0,2020-02-24
New Zealand,2/24/20,0,2020-02-24
Nicaragua,2/24/20,0,2020-02-24
Malawi,2/24/20,0,2020-02-24
Barbados,2/24/20,0,2020-02-24
Liechtenstein,2/24/20,0,2020-02-24
Niger,2/24/20,0,2020-02-24
Saint Lucia,2/24/20,0,2020-02-24
Ethiopia,2/24/20,0,2020-02-24
Equatorial Guinea,2/24/20,0,2020-02-24
Singapore,2/24/20,89,2020-02-24
Maldives,2/24/20,0,2020-02-24
Libya,2/24/20,0,2020-02-24
Algeria,2/24/20,0,2020-02-24
Belarus,2/24/20,0,2020-02-24
Israel,2/24/20,1,2020-02-24
Guatemala,2/24/20,0,2020-02-24
Liberia,2/24/20,0,2020-02-24
Bolivia,2/24/20,0,2020-02-24
Turkey,2/24/20,0,2020-02-24
Czechia,2/24/20,0,2020-02-24
Uzbekistan,2/24/20,0,2020-02-24
Slovenia,2/24/20,0,2020-02-24
Nepal,2/24/20,1,2020-02-24
Bahamas,2/24/20,0,2020-02-24
Angola,2/24/20,0,2020-02-24
Afghanistan,2/24/20,1,2020-02-24
Italy,2/24/20,229,2020-02-24
Timor-Leste,2/24/20,0,2020-02-24
Netherlands,2/24/20,0,2020-02-24
Malaysia,2/24/20,22,2020-02-24
Canada,2/24/20,10,2020-02-24
Hungary,2/24/20,0,2020-02-24
Chile,2/24/20,0,2020-02-24
Botswana,2/24/20,0,2020-02-24
Guinea,2/24/20,0,2020-02-24
Russia,2/24/20,2,2020-02-24
Diamond Princess,2/24/20,691,2020-02-24
Suriname,2/24/20,0,2020-02-24
Cote d'Ivoire,2/24/20,0,2020-02-24
Jordan,2/24/20,0,2020-02-24
Serbia,2/24/20,0,2020-02-24
Philippines,2/24/20,3,2020-02-24
Ghana,2/24/20,0,2020-02-24
Belize,2/24/20,0,2020-02-24
Mozambique,2/24/20,0,2020-02-24
Central African Republic,2/24/20,0,2020-02-24
Bhutan,2/24/20,0,2020-02-24
Albania,2/24/20,0,2020-02-24
Finland,2/24/20,1,2020-02-24
India,2/24/20,3,2020-02-24
Cuba,2/24/20,0,2020-02-24
Venezuela,2/24/20,0,2020-02-24
Laos,2/24/20,0,2020-02-24
Kyrgyzstan,2/24/20,0,2020-02-24
Monaco,2/24/20,0,2020-02-24
Ecuador,2/24/20,0,2020-02-24
Spain,2/24/20,2,2020-02-24
Sweden,2/24/20,1,2020-02-24
Congo (Kinshasa),2/24/20,0,2020-02-24
Vietnam,2/24/20,16,2020-02-24
Moldova,2/24/20,0,2020-02-24
Mongolia,2/24/20,0,2020-02-24
Benin,2/24/20,0,2020-02-24
Brunei,2/24/20,0,2020-02-24
San Marino,2/24/20,0,2020-02-24
Oman,2/24/20,2,2020-02-24
Australia,2/24/20,15,2020-02-24
Dominican Republic,2/24/20,0,2020-02-24
France,2/24/20,12,2020-02-24
Thailand,2/24/20,35,2020-02-24
Papua New Guinea,2/24/20,0,2020-02-24
Western Sahara,2/24/20,0,2020-02-24
Argentina,2/24/20,0,2020-02-24
Cyprus,2/24/20,0,2020-02-24
Armenia,2/24/20,0,2020-02-24
Dominica,2/24/20,0,2020-02-24
Cambodia,2/24/20,1,2020-02-24
Morocco,2/24/20,0,2020-02-24
Mexico,2/24/20,0,2020-02-24
Kuwait,2/24/20,1,2020-02-24
United Arab Emirates,2/24/20,13,2020-02-24
Sierra Leone,2/24/20,0,2020-02-24
Switzerland,2/24/20,0,2020-02-24
"Korea, South",2/24/20,833,2020-02-24
Guyana,2/24/20,0,2020-02-24
Iraq,2/24/20,1,2020-02-24
Kosovo,2/24/20,0,2020-02-24
US,2/24/20,51,2020-02-24
Taiwan*,2/24/20,30,2020-02-24
Kenya,2/24/20,0,2020-02-24
Montenegro,2/24/20,0,2020-02-24
Latvia,2/24/20,0,2020-02-24
Gabon,2/24/20,0,2020-02-24
Mauritius,2/24/20,0,2020-02-24
Panama,2/24/20,0,2020-02-24
Norway,2/24/20,0,2020-02-24
Greece,2/24/20,0,2020-02-24
Portugal,2/24/20,0,2020-02-24
Congo (Brazzaville),2/24/20,0,2020-02-24
Haiti,2/24/20,0,2020-02-24
Poland,2/24/20,0,2020-02-24
Qatar,2/24/20,0,2020-02-24
Grenada,2/24/20,0,2020-02-24
Sao Tome and Principe,2/24/20,0,2020-02-24
Chad,2/24/20,0,2020-02-24
Indonesia,2/24/20,0,2020-02-24
Iran,2/24/20,61,2020-02-24
Hungary,2/25/20,0,2020-02-25
Venezuela,2/25/20,0,2020-02-25
Angola,2/25/20,0,2020-02-25
Equatorial Guinea,2/25/20,0,2020-02-25
Niger,2/25/20,0,2020-02-25
Albania,2/25/20,0,2020-02-25
Timor-Leste,2/25/20,0,2020-02-25
Western Sahara,2/25/20,0,2020-02-25
Norway,2/25/20,0,2020-02-25
Botswana,2/25/20,0,2020-02-25
Saint Lucia,2/25/20,0,2020-02-25
Netherlands,2/25/20,0,2020-02-25
Guyana,2/25/20,0,2020-02-25
Zambia,2/25/20,0,2020-02-25
Argentina,2/25/20,0,2020-02-25
Chile,2/25/20,0,2020-02-25
Guinea,2/25/20,0,2020-02-25
Suriname,2/25/20,0,2020-02-25
"Korea, South",2/25/20,977,2020-02-25
Bahamas,2/25/20,0,2020-02-25
Grenada,2/25/20,0,2020-02-25
Canada,2/25/20,11,2020-02-25
South Sudan,2/25/20,0,2020-02-25
Armenia,2/25/20,0,2020-02-25
Cote d'Ivoire,2/25/20,0,2020-02-25
Russia,2/25/20,2,2020-02-25
Jordan,2/25/20,0,2020-02-25
Monaco,2/25/20,0,2020-02-25
Slovenia,2/25/20,0,2020-02-25
Serbia,2/25/20,0,2020-02-25
Kuwait,2/25/20,11,2020-02-25
Malaysia,2/25/20,22,2020-02-25
Diamond Princess,2/25/20,691,2020-02-25
Mauritius,2/25/20,0,2020-02-25
Dominican Republic,2/25/20,0,2020-02-25
Cabo Verde,2/25/20,0,2020-02-25
Rwanda,2/25/20,0,2020-02-25
Nicaragua,2/25/20,0,2020-02-25
Uruguay,2/25/20,0,2020-02-25
Congo (Kinshasa),2/25/20,0,2020-02-25
Sao Tome and Principe,2/25/20,0,2020-02-25
Trinidad and Tobago,2/25/20,0,2020-02-25
New Zealand,2/25/20,0,2020-02-25
Saint Kitts and Nevis,2/25/20,0,2020-02-25
Indonesia,2/25/20,0,2020-02-25
Jamaica,2/25/20,0,2020-02-25
Honduras,2/25/20,0,2020-02-25
Burundi,2/25/20,0,2020-02-25
Poland,2/25/20,0,2020-02-25
MS Zaandam,2/25/20,0,2020-02-25
Kosovo,2/25/20,0,2020-02-25
West Bank and Gaza,2/25/20,0,2020-02-25
US,2/25/20,51,2020-02-25
Bosnia and Herzegovina,2/25/20,0,2020-02-25
Montenegro,2/25/20,0,2020-02-25
Estonia,2/25/20,0,2020-02-25
Sudan,2/25/20,0,2020-02-25
Andorra,2/25/20,0,2020-02-25
Panama,2/25/20,0,2020-02-25
Bangladesh,2/25/20,0,2020-02-25
Switzerland,2/25/20,1,2020-02-25
Denmark,2/25/20,0,2020-02-25
Japan,2/25/20,170,2020-02-25
Sierra Leone,2/25/20,0,2020-02-25
Syria,2/25/20,0,2020-02-25
Spain,2/25/20,6,2020-02-25
Brunei,2/25/20,0,2020-02-25
Liechtenstein,2/25/20,0,2020-02-25
Barbados,2/25/20,0,2020-02-25
Oman,2/25/20,2,2020-02-25
Malawi,2/25/20,0,2020-02-25
Zimbabwe,2/25/20,0,2020-02-25
France,2/25/20,14,2020-02-25
Georgia,2/25/20,0,2020-02-25
Peru,2/25/20,0,2020-02-25
Croatia,2/25/20,1,2020-02-25
Germany,2/25/20,17,2020-02-25
Cambodia,2/25/20,1,2020-02-25
Greece,2/25/20,0,2020-02-25
Italy,2/25/20,322,2020-02-25
Eritrea,2/25/20,0,2020-02-25
Afghanistan,2/25/20,1,2020-02-25
Central African Republic,2/25/20,0,2020-02-25
Burkina Faso,2/25/20,0,2020-02-25
Bahrain,2/25/20,23,2020-02-25
Paraguay,2/25/20,0,2020-02-25
Mongolia,2/25/20,0,2020-02-25
Senegal,2/25/20,0,2020-02-25
Eswatini,2/25/20,0,2020-02-25
Benin,2/25/20,0,2020-02-25
China,2/25/20,77754,2020-02-25
Guinea-Bissau,2/25/20,0,2020-02-25
Lithuania,2/25/20,0,2020-02-25
Madagascar,2/25/20,0,2020-02-25
Dominica,2/25/20,0,2020-02-25
Ethiopia,2/25/20,0,2020-02-25
Luxembourg,2/25/20,0,2020-02-25
Somalia,2/25/20,0,2020-02-25
Slovakia,2/25/20,0,2020-02-25
Chad,2/25/20,0,2020-02-25
Belize,2/25/20,0,2020-02-25
Colombia,2/25/20,0,2020-02-25
Congo (Brazzaville),2/25/20,0,2020-02-25
Kazakhstan,2/25/20,0,2020-02-25
Bhutan,2/25/20,0,2020-02-25
Austria,2/25/20,2,2020-02-25
Pakistan,2/25/20,0,2020-02-25
Ecuador,2/25/20,0,2020-02-25
Kenya,2/25/20,0,2020-02-25
Azerbaijan,2/25/20,0,2020-02-25
Djibouti,2/25/20,0,2020-02-25
Nigeria,2/25/20,0,2020-02-25
Haiti,2/25/20,0,2020-02-25
Tunisia,2/25/20,0,2020-02-25
Romania,2/25/20,0,2020-02-25
Sweden,2/25/20,1,2020-02-25
Taiwan*,2/25/20,31,2020-02-25
Togo,2/25/20,0,2020-02-25
Thailand,2/25/20,37,2020-02-25
Fiji,2/25/20,0,2020-02-25
San Marino,2/25/20,0,2020-02-25
Brazil,2/25/20,0,2020-02-25
El Salvador,2/25/20,0,2020-02-25
Laos,2/25/20,0,2020-02-25
Sri Lanka,2/25/20,1,2020-02-25
Mauritania,2/25/20,0,2020-02-25
Tanzania,2/25/20,0,2020-02-25
Cyprus,2/25/20,0,2020-02-25
Malta,2/25/20,0,2020-02-25
Mozambique,2/25/20,0,2020-02-25
Gambia,2/25/20,0,2020-02-25
Saudi Arabia,2/25/20,0,2020-02-25
South Africa,2/25/20,0,2020-02-25
Finland,2/25/20,1,2020-02-25
Namibia,2/25/20,0,2020-02-25
Cuba,2/25/20,0,2020-02-25
Ireland,2/25/20,0,2020-02-25
Vietnam,2/25/20,16,2020-02-25
Ukraine,2/25/20,0,2020-02-25
Mexico,2/25/20,0,2020-02-25
Ghana,2/25/20,0,2020-02-25
Papua New Guinea,2/25/20,0,2020-02-25
Lebanon,2/25/20,1,2020-02-25
Singapore,2/25/20,91,2020-02-25
Qatar,2/25/20,0,2020-02-25
Mali,2/25/20,0,2020-02-25
Australia,2/25/20,15,2020-02-25
Czechia,2/25/20,0,2020-02-25
Bolivia,2/25/20,0,2020-02-25
Seychelles,2/25/20,0,2020-02-25
Philippines,2/25/20,3,2020-02-25
North Macedonia,2/25/20,0,2020-02-25
Iran,2/25/20,95,2020-02-25
Liberia,2/25/20,0,2020-02-25
Guatemala,2/25/20,0,2020-02-25
Saint Vincent and the Grenadines,2/25/20,0,2020-02-25
India,2/25/20,3,2020-02-25
Israel,2/25/20,1,2020-02-25
Belarus,2/25/20,0,2020-02-25
Bulgaria,2/25/20,0,2020-02-25
Gabon,2/25/20,0,2020-02-25
Latvia,2/25/20,0,2020-02-25
Algeria,2/25/20,1,2020-02-25
Belgium,2/25/20,1,2020-02-25
Libya,2/25/20,0,2020-02-25
Maldives,2/25/20,0,2020-02-25
Portugal,2/25/20,0,2020-02-25
United Arab Emirates,2/25/20,13,2020-02-25
Turkey,2/25/20,0,2020-02-25
Iceland,2/25/20,0,2020-02-25
Nepal,2/25/20,1,2020-02-25
Costa Rica,2/25/20,0,2020-02-25
Morocco,2/25/20,0,2020-02-25
Holy See,2/25/20,0,2020-02-25
Burma,2/25/20,0,2020-02-25
Uzbekistan,2/25/20,0,2020-02-25
Egypt,2/25/20,1,2020-02-25
Moldova,2/25/20,0,2020-02-25
Cameroon,2/25/20,0,2020-02-25
Iraq,2/25/20,1,2020-02-25
United Kingdom,2/25/20,13,2020-02-25
Antigua and Barbuda,2/25/20,0,2020-02-25
Kyrgyzstan,2/25/20,0,2020-02-25
Uganda,2/25/20,0,2020-02-25
Panama,2/26/20,0,2020-02-26
Gambia,2/26/20,0,2020-02-26
Denmark,2/26/20,0,2020-02-26
Chad,2/26/20,0,2020-02-26
Bosnia and Herzegovina,2/26/20,0,2020-02-26
Burma,2/26/20,0,2020-02-26
Belgium,2/26/20,1,2020-02-26
Taiwan*,2/26/20,32,2020-02-26
Cabo Verde,2/26/20,0,2020-02-26
Sudan,2/26/20,0,2020-02-26
Latvia,2/26/20,0,2020-02-26
Slovakia,2/26/20,0,2020-02-26
Senegal,2/26/20,0,2020-02-26
Zimbabwe,2/26/20,0,2020-02-26
Burundi,2/26/20,0,2020-02-26
Papua New Guinea,2/26/20,0,2020-02-26
Saint Vincent and the Grenadines,2/26/20,0,2020-02-26
Kosovo,2/26/20,0,2020-02-26
Kenya,2/26/20,0,2020-02-26
Saint Kitts and Nevis,2/26/20,0,2020-02-26
Central African Republic,2/26/20,0,2020-02-26
Sao Tome and Principe,2/26/20,0,2020-02-26
Honduras,2/26/20,0,2020-02-26
Nicaragua,2/26/20,0,2020-02-26
North Macedonia,2/26/20,1,2020-02-26
Ethiopia,2/26/20,0,2020-02-26
Laos,2/26/20,0,2020-02-26
Togo,2/26/20,0,2020-02-26
San Marino,2/26/20,0,2020-02-26
Kyrgyzstan,2/26/20,0,2020-02-26
Holy See,2/26/20,0,2020-02-26
South Sudan,2/26/20,0,2020-02-26
Chile,2/26/20,0,2020-02-26
Kuwait,2/26/20,26,2020-02-26
United Kingdom,2/26/20,13,2020-02-26
United Arab Emirates,2/26/20,13,2020-02-26
Canada,2/26/20,11,2020-02-26
Turkey,2/26/20,0,2020-02-26
Niger,2/26/20,0,2020-02-26
Guinea,2/26/20,0,2020-02-26
Albania,2/26/20,0,2020-02-26
"Korea, South",2/26/20,1261,2020-02-26
Belarus,2/26/20,0,2020-02-26
Gabon,2/26/20,0,2020-02-26
Czechia,2/26/20,0,2020-02-26
Jordan,2/26/20,0,2020-02-26
Bolivia,2/26/20,0,2020-02-26
Cote d'Ivoire,2/26/20,0,2020-02-26
Algeria,2/26/20,1,2020-02-26
Norway,2/26/20,1,2020-02-26
Libya,2/26/20,0,2020-02-26
Liberia,2/26/20,0,2020-02-26
Japan,2/26/20,189,2020-02-26
Slovenia,2/26/20,0,2020-02-26
Liechtenstein,2/26/20,0,2020-02-26
Cyprus,2/26/20,0,2020-02-26
Lithuania,2/26/20,0,2020-02-26
Spain,2/26/20,13,2020-02-26
Guinea-Bissau,2/26/20,0,2020-02-26
Benin,2/26/20,0,2020-02-26
Saudi Arabia,2/26/20,0,2020-02-26
Sri Lanka,2/26/20,1,2020-02-26
Tanzania,2/26/20,0,2020-02-26
Paraguay,2/26/20,0,2020-02-26
Ukraine,2/26/20,0,2020-02-26
Western Sahara,2/26/20,0,2020-02-26
Nigeria,2/26/20,0,2020-02-26
Eswatini,2/26/20,0,2020-02-26
Lebanon,2/26/20,2,2020-02-26
Fiji,2/26/20,0,2020-02-26
Zambia,2/26/20,0,2020-02-26
Georgia,2/26/20,1,2020-02-26
France,2/26/20,18,2020-02-26
Kazakhstan,2/26/20,0,2020-02-26
Bhutan,2/26/20,0,2020-02-26
Belize,2/26/20,0,2020-02-26
Oman,2/26/20,4,2020-02-26
Haiti,2/26/20,0,2020-02-26
Barbados,2/26/20,0,2020-02-26
Finland,2/26/20,2,2020-02-26
Saint Lucia,2/26/20,0,2020-02-26
Switzerland,2/26/20,1,2020-02-26
Thailand,2/26/20,40,2020-02-26
Guatemala,2/26/20,0,2020-02-26
Timor-Leste,2/26/20,0,2020-02-26
Australia,2/26/20,15,2020-02-26
Djibouti,2/26/20,0,2020-02-26
Austria,2/26/20,2,2020-02-26
Morocco,2/26/20,0,2020-02-26
Moldova,2/26/20,0,2020-02-26
Malawi,2/26/20,0,2020-02-26
Croatia,2/26/20,3,2020-02-26
Uganda,2/26/20,0,2020-02-26
Brazil,2/26/20,1,2020-02-26
Italy,2/26/20,453,2020-02-26
Portugal,2/26/20,0,2020-02-26
Peru,2/26/20,0,2020-02-26
Iran,2/26/20,139,2020-02-26
South Africa,2/26/20,0,2020-02-26
Germany,2/26/20,27,2020-02-26
Eritrea,2/26/20,0,2020-02-26
India,2/26/20,3,2020-02-26
Equatorial Guinea,2/26/20,0,2020-02-26
Burkina Faso,2/26/20,0,2020-02-26
