Country/Region,Date,Cases,new_date
North Macedonia,2/8/20,0,2020-02-08
Mali,2/8/20,0,2020-02-08
Iraq,2/8/20,0,2020-02-08
Gambia,2/8/20,0,2020-02-08
Poland,2/8/20,0,2020-02-08
Mauritius,2/8/20,0,2020-02-08
Sudan,2/8/20,0,2020-02-08
Estonia,2/8/20,0,2020-02-08
Guinea-Bissau,2/8/20,0,2020-02-08
Kosovo,2/8/20,0,2020-02-08
Panama,2/8/20,0,2020-02-08
Montenegro,2/8/20,0,2020-02-08
Latvia,2/8/20,0,2020-02-08
Saint Vincent and the Grenadines,2/8/20,0,2020-02-08
Sao Tome and Principe,2/8/20,0,2020-02-08
"Korea, South",2/8/20,24,2020-02-08
Dominica,2/8/20,0,2020-02-08
Greece,2/8/20,0,2020-02-08
South Sudan,2/8/20,0,2020-02-08
Qatar,2/8/20,0,2020-02-08
Mongolia,2/8/20,0,2020-02-08
Diamond Princess,2/8/20,61,2020-02-08
Portugal,2/8/20,0,2020-02-08
Moldova,2/8/20,0,2020-02-08
Guyana,2/8/20,0,2020-02-08
Haiti,2/8/20,0,2020-02-08
Slovakia,2/8/20,0,2020-02-08
Indonesia,2/8/20,0,2020-02-08
Oman,2/8/20,0,2020-02-08
Monaco,2/8/20,0,2020-02-08
Zambia,2/8/20,0,2020-02-08
Djibouti,2/8/20,0,2020-02-08
Eswatini,2/8/20,0,2020-02-08
Switzerland,2/8/20,0,2020-02-08
San Marino,2/8/20,0,2020-02-08
Kuwait,2/8/20,0,2020-02-08
Laos,2/8/20,0,2020-02-08
Mexico,2/8/20,0,2020-02-08
Mauritania,2/8/20,0,2020-02-08
Syria,2/8/20,0,2020-02-08
Denmark,2/8/20,0,2020-02-08
Namibia,2/8/20,0,2020-02-08
Guinea,2/8/20,0,2020-02-08
Czechia,2/8/20,0,2020-02-08
Kyrgyzstan,2/8/20,0,2020-02-08
Holy See,2/8/20,0,2020-02-08
Maldives,2/8/20,0,2020-02-08
Norway,2/8/20,0,2020-02-08
Kazakhstan,2/8/20,0,2020-02-08
Nepal,2/8/20,1,2020-02-08
Peru,2/8/20,0,2020-02-08
Libya,2/8/20,0,2020-02-08
Equatorial Guinea,2/8/20,0,2020-02-08
Ecuador,2/8/20,0,2020-02-08
Sweden,2/8/20,1,2020-02-08
Finland,2/8/20,1,2020-02-08
Romania,2/8/20,0,2020-02-08
Dominican Republic,2/8/20,0,2020-02-08
Slovenia,2/8/20,0,2020-02-08
Fiji,2/8/20,0,2020-02-08
Ethiopia,2/8/20,0,2020-02-08
Sri Lanka,2/8/20,1,2020-02-08
Lebanon,2/8/20,0,2020-02-08
Morocco,2/8/20,0,2020-02-08
Iran,2/8/20,0,2020-02-08
Malta,2/8/20,0,2020-02-08
Seychelles,2/8/20,0,2020-02-08
Saudi Arabia,2/8/20,0,2020-02-08
Sierra Leone,2/8/20,0,2020-02-08
Mozambique,2/8/20,0,2020-02-08
Ghana,2/8/20,0,2020-02-08
Liberia,2/8/20,0,2020-02-08
Philippines,2/8/20,3,2020-02-08
Saint Lucia,2/8/20,0,2020-02-08
Kenya,2/8/20,0,2020-02-08
Eritrea,2/8/20,0,2020-02-08
India,2/8/20,3,2020-02-08
Pakistan,2/8/20,0,2020-02-08
Georgia,2/8/20,0,2020-02-08
Bolivia,2/8/20,0,2020-02-08
Congo (Kinshasa),2/8/20,0,2020-02-08
Central African Republic,2/8/20,0,2020-02-08
Bhutan,2/8/20,0,2020-02-08
Uruguay,2/8/20,0,2020-02-08
Uganda,2/8/20,0,2020-02-08
Cambodia,2/8/20,1,2020-02-08
Timor-Leste,2/8/20,0,2020-02-08
United Kingdom,2/8/20,3,2020-02-08
Brunei,2/8/20,0,2020-02-08
Burma,2/8/20,0,2020-02-08
Cote d'Ivoire,2/8/20,0,2020-02-08
Zimbabwe,2/8/20,0,2020-02-08
Western Sahara,2/8/20,0,2020-02-08
Brazil,2/8/20,0,2020-02-08
Chad,2/8/20,0,2020-02-08
Venezuela,2/8/20,0,2020-02-08
Afghanistan,2/8/20,0,2020-02-08
Colombia,2/8/20,0,2020-02-08
Algeria,2/8/20,0,2020-02-08
Belgium,2/8/20,1,2020-02-08
Canada,2/8/20,7,2020-02-08
Tunisia,2/8/20,0,2020-02-08
Congo (Brazzaville),2/8/20,0,2020-02-08
Cabo Verde,2/8/20,0,2020-02-08
Argentina,2/8/20,0,2020-02-08
Burkina Faso,2/8/20,0,2020-02-08
Andorra,2/8/20,0,2020-02-08
Thailand,2/8/20,32,2020-02-08
Belarus,2/8/20,0,2020-02-08
Albania,2/8/20,0,2020-02-08
Austria,2/8/20,0,2020-02-08
Bahamas,2/8/20,0,2020-02-08
United Arab Emirates,2/8/20,7,2020-02-08
China,2/8/20,36814,2020-02-08
Tanzania,2/8/20,0,2020-02-08
Bahrain,2/8/20,0,2020-02-08
Turkey,2/8/20,0,2020-02-08
Australia,2/8/20,15,2020-02-08
US,2/8/20,11,2020-02-08
Costa Rica,2/8/20,0,2020-02-08
Angola,2/8/20,0,2020-02-08
Uzbekistan,2/8/20,0,2020-02-08
Bulgaria,2/8/20,0,2020-02-08
Togo,2/8/20,0,2020-02-08
Cameroon,2/8/20,0,2020-02-08
Chile,2/8/20,0,2020-02-08
Belize,2/8/20,0,2020-02-08
Croatia,2/8/20,0,2020-02-08
Botswana,2/8/20,0,2020-02-08
Armenia,2/8/20,0,2020-02-08
Benin,2/8/20,0,2020-02-08
Burundi,2/8/20,0,2020-02-08
Antigua and Barbuda,2/8/20,0,2020-02-08
Trinidad and Tobago,2/8/20,0,2020-02-08
Bangladesh,2/8/20,0,2020-02-08
Vietnam,2/8/20,13,2020-02-08
West Bank and Gaza,2/8/20,0,2020-02-08
Barbados,2/8/20,0,2020-02-08
Bosnia and Herzegovina,2/8/20,0,2020-02-08
Azerbaijan,2/8/20,0,2020-02-08
Ukraine,2/8/20,0,2020-02-08
Bolivia,2/9/20,0,2020-02-09
Nigeria,2/9/20,0,2020-02-09
India,2/9/20,3,2020-02-09
Finland,2/9/20,1,2020-02-09
Lebanon,2/9/20,0,2020-02-09
Iran,2/9/20,0,2020-02-09
Hungary,2/9/20,0,2020-02-09
Guatemala,2/9/20,0,2020-02-09
US,2/9/20,11,2020-02-09
Sao Tome and Principe,2/9/20,0,2020-02-09
Diamond Princess,2/9/20,64,2020-02-09
Papua New Guinea,2/9/20,0,2020-02-09
Tanzania,2/9/20,0,2020-02-09
"Korea, South",2/9/20,25,2020-02-09
Sierra Leone,2/9/20,0,2020-02-09
West Bank and Gaza,2/9/20,0,2020-02-09
El Salvador,2/9/20,0,2020-02-09
Andorra,2/9/20,0,2020-02-09
Seychelles,2/9/20,0,2020-02-09
Malawi,2/9/20,0,2020-02-09
Trinidad and Tobago,2/9/20,0,2020-02-09
Russia,2/9/20,2,2020-02-09
Vietnam,2/9/20,13,2020-02-09
Netherlands,2/9/20,0,2020-02-09
United Arab Emirates,2/9/20,7,2020-02-09
Mauritius,2/9/20,0,2020-02-09
Thailand,2/9/20,32,2020-02-09
Malta,2/9/20,0,2020-02-09
Switzerland,2/9/20,0,2020-02-09
Egypt,2/9/20,0,2020-02-09
Armenia,2/9/20,0,2020-02-09
Colombia,2/9/20,0,2020-02-09
Gambia,2/9/20,0,2020-02-09
Jordan,2/9/20,0,2020-02-09
Malaysia,2/9/20,16,2020-02-09
Austria,2/9/20,0,2020-02-09
Bahamas,2/9/20,0,2020-02-09
Peru,2/9/20,0,2020-02-09
Nicaragua,2/9/20,0,2020-02-09
Suriname,2/9/20,0,2020-02-09
Costa Rica,2/9/20,0,2020-02-09
Senegal,2/9/20,0,2020-02-09
Cote d'Ivoire,2/9/20,0,2020-02-09
Algeria,2/9/20,0,2020-02-09
Uganda,2/9/20,0,2020-02-09
Bosnia and Herzegovina,2/9/20,0,2020-02-09
Kosovo,2/9/20,0,2020-02-09
Chad,2/9/20,0,2020-02-09
Benin,2/9/20,0,2020-02-09
Brazil,2/9/20,0,2020-02-09
Laos,2/9/20,0,2020-02-09
Maldives,2/9/20,0,2020-02-09
Belize,2/9/20,0,2020-02-09
Philippines,2/9/20,3,2020-02-09
Iceland,2/9/20,0,2020-02-09
Bulgaria,2/9/20,0,2020-02-09
Niger,2/9/20,0,2020-02-09
Czechia,2/9/20,0,2020-02-09
Nepal,2/9/20,1,2020-02-09
Iraq,2/9/20,0,2020-02-09
Japan,2/9/20,26,2020-02-09
Equatorial Guinea,2/9/20,0,2020-02-09
Paraguay,2/9/20,0,2020-02-09
Somalia,2/9/20,0,2020-02-09
Angola,2/9/20,0,2020-02-09
Grenada,2/9/20,0,2020-02-09
Fiji,2/9/20,0,2020-02-09
Saudi Arabia,2/9/20,0,2020-02-09
France,2/9/20,11,2020-02-09
Kyrgyzstan,2/9/20,0,2020-02-09
Azerbaijan,2/9/20,0,2020-02-09
Mali,2/9/20,0,2020-02-09
Jamaica,2/9/20,0,2020-02-09
Central African Republic,2/9/20,0,2020-02-09
Spain,2/9/20,2,2020-02-09
Saint Vincent and the Grenadines,2/9/20,0,2020-02-09
Canada,2/9/20,7,2020-02-09
Latvia,2/9/20,0,2020-02-09
Belgium,2/9/20,1,2020-02-09
Romania,2/9/20,0,2020-02-09
South Sudan,2/9/20,0,2020-02-09
Mozambique,2/9/20,0,2020-02-09
Cabo Verde,2/9/20,0,2020-02-09
Saint Kitts and Nevis,2/9/20,0,2020-02-09
Montenegro,2/9/20,0,2020-02-09
Uzbekistan,2/9/20,0,2020-02-09
Barbados,2/9/20,0,2020-02-09
Ukraine,2/9/20,0,2020-02-09
Liechtenstein,2/9/20,0,2020-02-09
Dominican Republic,2/9/20,0,2020-02-09
Morocco,2/9/20,0,2020-02-09
Afghanistan,2/9/20,0,2020-02-09
Western Sahara,2/9/20,0,2020-02-09
Pakistan,2/9/20,0,2020-02-09
Cuba,2/9/20,0,2020-02-09
Oman,2/9/20,0,2020-02-09
Dominica,2/9/20,0,2020-02-09
Kenya,2/9/20,0,2020-02-09
Slovenia,2/9/20,0,2020-02-09
Burma,2/9/20,0,2020-02-09
Haiti,2/9/20,0,2020-02-09
Slovakia,2/9/20,0,2020-02-09
United Kingdom,2/9/20,3,2020-02-09
Syria,2/9/20,0,2020-02-09
Timor-Leste,2/9/20,0,2020-02-09
Panama,2/9/20,0,2020-02-09
Kazakhstan,2/9/20,0,2020-02-09
South Africa,2/9/20,0,2020-02-09
Moldova,2/9/20,0,2020-02-09
Georgia,2/9/20,0,2020-02-09
Antigua and Barbuda,2/9/20,0,2020-02-09
Djibouti,2/9/20,0,2020-02-09
Lithuania,2/9/20,0,2020-02-09
Germany,2/9/20,14,2020-02-09
Cameroon,2/9/20,0,2020-02-09
Burundi,2/9/20,0,2020-02-09
Luxembourg,2/9/20,0,2020-02-09
Sudan,2/9/20,0,2020-02-09
Zambia,2/9/20,0,2020-02-09
Guinea-Bissau,2/9/20,0,2020-02-09
Bangladesh,2/9/20,0,2020-02-09
Estonia,2/9/20,0,2020-02-09
Chile,2/9/20,0,2020-02-09
Croatia,2/9/20,0,2020-02-09
Guyana,2/9/20,0,2020-02-09
Portugal,2/9/20,0,2020-02-09
Greece,2/9/20,0,2020-02-09
Zimbabwe,2/9/20,0,2020-02-09
Botswana,2/9/20,0,2020-02-09
Serbia,2/9/20,0,2020-02-09
Israel,2/9/20,0,2020-02-09
Eswatini,2/9/20,0,2020-02-09
Venezuela,2/9/20,0,2020-02-09
Cambodia,2/9/20,1,2020-02-09
Mauritania,2/9/20,0,2020-02-09
MS Zaandam,2/9/20,0,2020-02-09
San Marino,2/9/20,0,2020-02-09
Ireland,2/9/20,0,2020-02-09
China,2/9/20,39829,2020-02-09
Ecuador,2/9/20,0,2020-02-09
Ethiopia,2/9/20,0,2020-02-09
Togo,2/9/20,0,2020-02-09
Gabon,2/9/20,0,2020-02-09
Albania,2/9/20,0,2020-02-09
Sweden,2/9/20,1,2020-02-09
New Zealand,2/9/20,0,2020-02-09
Kuwait,2/9/20,0,2020-02-09
Indonesia,2/9/20,0,2020-02-09
Liberia,2/9/20,0,2020-02-09
Sri Lanka,2/9/20,1,2020-02-09
Ghana,2/9/20,0,2020-02-09
Congo (Brazzaville),2/9/20,0,2020-02-09
Argentina,2/9/20,0,2020-02-09
Burkina Faso,2/9/20,0,2020-02-09
Cyprus,2/9/20,0,2020-02-09
Honduras,2/9/20,0,2020-02-09
Singapore,2/9/20,40,2020-02-09
North Macedonia,2/9/20,0,2020-02-09
Saint Lucia,2/9/20,0,2020-02-09
Denmark,2/9/20,0,2020-02-09
Eritrea,2/9/20,0,2020-02-09
Mexico,2/9/20,0,2020-02-09
Taiwan*,2/9/20,18,2020-02-09
Rwanda,2/9/20,0,2020-02-09
Bhutan,2/9/20,0,2020-02-09
Uruguay,2/9/20,0,2020-02-09
Brunei,2/9/20,0,2020-02-09
Holy See,2/9/20,0,2020-02-09
Norway,2/9/20,0,2020-02-09
Guinea,2/9/20,0,2020-02-09
Tunisia,2/9/20,0,2020-02-09
Libya,2/9/20,0,2020-02-09
Italy,2/9/20,3,2020-02-09
Belarus,2/9/20,0,2020-02-09
Poland,2/9/20,0,2020-02-09
Madagascar,2/9/20,0,2020-02-09
Turkey,2/9/20,0,2020-02-09
Congo (Kinshasa),2/9/20,0,2020-02-09
Monaco,2/9/20,0,2020-02-09
Namibia,2/9/20,0,2020-02-09
Bahrain,2/9/20,0,2020-02-09
Qatar,2/9/20,0,2020-02-09
Mongolia,2/9/20,0,2020-02-09
Australia,2/9/20,15,2020-02-09
Mongolia,2/10/20,0,2020-02-10
Benin,2/10/20,0,2020-02-10
Kuwait,2/10/20,0,2020-02-10
Brunei,2/10/20,0,2020-02-10
Iraq,2/10/20,0,2020-02-10
Tunisia,2/10/20,0,2020-02-10
Iran,2/10/20,0,2020-02-10
Congo (Brazzaville),2/10/20,0,2020-02-10
Venezuela,2/10/20,0,2020-02-10
Mauritius,2/10/20,0,2020-02-10
Spain,2/10/20,2,2020-02-10
Brazil,2/10/20,0,2020-02-10
Uganda,2/10/20,0,2020-02-10
Moldova,2/10/20,0,2020-02-10
Central African Republic,2/10/20,0,2020-02-10
Costa Rica,2/10/20,0,2020-02-10
Thailand,2/10/20,32,2020-02-10
Saudi Arabia,2/10/20,0,2020-02-10
Botswana,2/10/20,0,2020-02-10
Djibouti,2/10/20,0,2020-02-10
Ecuador,2/10/20,0,2020-02-10
Kenya,2/10/20,0,2020-02-10
Zimbabwe,2/10/20,0,2020-02-10
Ghana,2/10/20,0,2020-02-10
Israel,2/10/20,0,2020-02-10
Trinidad and Tobago,2/10/20,0,2020-02-10
Italy,2/10/20,3,2020-02-10
Australia,2/10/20,15,2020-02-10
Monaco,2/10/20,0,2020-02-10
Namibia,2/10/20,0,2020-02-10
Gambia,2/10/20,0,2020-02-10
Bolivia,2/10/20,0,2020-02-10
"Korea, South",2/10/20,27,2020-02-10
Philippines,2/10/20,3,2020-02-10
Cameroon,2/10/20,0,2020-02-10
Sao Tome and Principe,2/10/20,0,2020-02-10
Greece,2/10/20,0,2020-02-10
Diamond Princess,2/10/20,135,2020-02-10
Portugal,2/10/20,0,2020-02-10
Jamaica,2/10/20,0,2020-02-10
Egypt,2/10/20,0,2020-02-10
Kosovo,2/10/20,0,2020-02-10
Netherlands,2/10/20,0,2020-02-10
Serbia,2/10/20,0,2020-02-10
United Arab Emirates,2/10/20,8,2020-02-10
Argentina,2/10/20,0,2020-02-10
Seychelles,2/10/20,0,2020-02-10
Ireland,2/10/20,0,2020-02-10
Gabon,2/10/20,0,2020-02-10
Austria,2/10/20,0,2020-02-10
Qatar,2/10/20,0,2020-02-10
Sweden,2/10/20,1,2020-02-10
Mexico,2/10/20,0,2020-02-10
Syria,2/10/20,0,2020-02-10
Nepal,2/10/20,1,2020-02-10
Antigua and Barbuda,2/10/20,0,2020-02-10
Mozambique,2/10/20,0,2020-02-10
Bhutan,2/10/20,0,2020-02-10
Timor-Leste,2/10/20,0,2020-02-10
Canada,2/10/20,7,2020-02-10
Angola,2/10/20,0,2020-02-10
Madagascar,2/10/20,0,2020-02-10
Switzerland,2/10/20,0,2020-02-10
Chile,2/10/20,0,2020-02-10
Burma,2/10/20,0,2020-02-10
Cabo Verde,2/10/20,0,2020-02-10
Togo,2/10/20,0,2020-02-10
Ethiopia,2/10/20,0,2020-02-10
Croatia,2/10/20,0,2020-02-10
Rwanda,2/10/20,0,2020-02-10
Slovakia,2/10/20,0,2020-02-10
Cyprus,2/10/20,0,2020-02-10
Belarus,2/10/20,0,2020-02-10
Honduras,2/10/20,0,2020-02-10
Holy See,2/10/20,0,2020-02-10
Malawi,2/10/20,0,2020-02-10
Norway,2/10/20,0,2020-02-10
Guinea,2/10/20,0,2020-02-10
Libya,2/10/20,0,2020-02-10
Papua New Guinea,2/10/20,0,2020-02-10
Poland,2/10/20,0,2020-02-10
Eritrea,2/10/20,0,2020-02-10
Bahrain,2/10/20,0,2020-02-10
Somalia,2/10/20,0,2020-02-10
Western Sahara,2/10/20,0,2020-02-10
Uzbekistan,2/10/20,0,2020-02-10
Morocco,2/10/20,0,2020-02-10
Peru,2/10/20,0,2020-02-10
Hungary,2/10/20,0,2020-02-10
Georgia,2/10/20,0,2020-02-10
Bangladesh,2/10/20,0,2020-02-10
Albania,2/10/20,0,2020-02-10
Armenia,2/10/20,0,2020-02-10
Afghanistan,2/10/20,0,2020-02-10
Uruguay,2/10/20,0,2020-02-10
Barbados,2/10/20,0,2020-02-10
Luxembourg,2/10/20,0,2020-02-10
Bosnia and Herzegovina,2/10/20,0,2020-02-10
Vietnam,2/10/20,14,2020-02-10
Eswatini,2/10/20,0,2020-02-10
Guyana,2/10/20,0,2020-02-10
Panama,2/10/20,0,2020-02-10
Saint Kitts and Nevis,2/10/20,0,2020-02-10
Zambia,2/10/20,0,2020-02-10
Cuba,2/10/20,0,2020-02-10
Senegal,2/10/20,0,2020-02-10
China,2/10/20,42354,2020-02-10
Slovenia,2/10/20,0,2020-02-10
Burundi,2/10/20,0,2020-02-10
Turkey,2/10/20,0,2020-02-10
Lithuania,2/10/20,0,2020-02-10
MS Zaandam,2/10/20,0,2020-02-10
Ukraine,2/10/20,0,2020-02-10
Guinea-Bissau,2/10/20,0,2020-02-10
Haiti,2/10/20,0,2020-02-10
Montenegro,2/10/20,0,2020-02-10
Estonia,2/10/20,0,2020-02-10
Pakistan,2/10/20,0,2020-02-10
Sudan,2/10/20,0,2020-02-10
Liechtenstein,2/10/20,0,2020-02-10
Saint Lucia,2/10/20,0,2020-02-10
Oman,2/10/20,0,2020-02-10
Suriname,2/10/20,0,2020-02-10
Dominican Republic,2/10/20,0,2020-02-10
Malaysia,2/10/20,18,2020-02-10
India,2/10/20,3,2020-02-10
Liberia,2/10/20,0,2020-02-10
Belize,2/10/20,0,2020-02-10
Finland,2/10/20,1,2020-02-10
Niger,2/10/20,0,2020-02-10
Andorra,2/10/20,0,2020-02-10
Mali,2/10/20,0,2020-02-10
Bulgaria,2/10/20,0,2020-02-10
Chad,2/10/20,0,2020-02-10
Malta,2/10/20,0,2020-02-10
Laos,2/10/20,0,2020-02-10
San Marino,2/10/20,0,2020-02-10
Cote d'Ivoire,2/10/20,0,2020-02-10
Grenada,2/10/20,0,2020-02-10
Cambodia,2/10/20,1,2020-02-10
Denmark,2/10/20,0,2020-02-10
Kyrgyzstan,2/10/20,0,2020-02-10
Indonesia,2/10/20,0,2020-02-10
El Salvador,2/10/20,0,2020-02-10
Germany,2/10/20,14,2020-02-10
Azerbaijan,2/10/20,0,2020-02-10
Nicaragua,2/10/20,0,2020-02-10
Sierra Leone,2/10/20,0,2020-02-10
France,2/10/20,11,2020-02-10
South Africa,2/10/20,0,2020-02-10
Kazakhstan,2/10/20,0,2020-02-10
Romania,2/10/20,0,2020-02-10
Mauritania,2/10/20,0,2020-02-10
New Zealand,2/10/20,0,2020-02-10
West Bank and Gaza,2/10/20,0,2020-02-10
Bahamas,2/10/20,0,2020-02-10
Tanzania,2/10/20,0,2020-02-10
Latvia,2/10/20,0,2020-02-10
Colombia,2/10/20,0,2020-02-10
Fiji,2/10/20,0,2020-02-10
Algeria,2/10/20,0,2020-02-10
Taiwan*,2/10/20,18,2020-02-10
Jordan,2/10/20,0,2020-02-10
South Sudan,2/10/20,0,2020-02-10
United Kingdom,2/10/20,8,2020-02-10
Burkina Faso,2/10/20,0,2020-02-10
Russia,2/10/20,2,2020-02-10
Dominica,2/10/20,0,2020-02-10
Belgium,2/10/20,1,2020-02-10
Congo (Kinshasa),2/10/20,0,2020-02-10
Czechia,2/10/20,0,2020-02-10
Maldives,2/10/20,0,2020-02-10
Japan,2/10/20,26,2020-02-10
Lebanon,2/10/20,0,2020-02-10
Guatemala,2/10/20,0,2020-02-10
Singapore,2/10/20,45,2020-02-10
US,2/10/20,11,2020-02-10
Iceland,2/10/20,0,2020-02-10
Sri Lanka,2/10/20,1,2020-02-10
Equatorial Guinea,2/10/20,0,2020-02-10
Nigeria,2/10/20,0,2020-02-10
Saint Vincent and the Grenadines,2/10/20,0,2020-02-10
Paraguay,2/10/20,0,2020-02-10
North Macedonia,2/10/20,0,2020-02-10
Jordan,2/11/20,0,2020-02-11
Mongolia,2/11/20,0,2020-02-11
Congo (Kinshasa),2/11/20,0,2020-02-11
Kazakhstan,2/11/20,0,2020-02-11
Bolivia,2/11/20,0,2020-02-11
Portugal,2/11/20,0,2020-02-11
Senegal,2/11/20,0,2020-02-11
Gambia,2/11/20,0,2020-02-11
Ukraine,2/11/20,0,2020-02-11
Georgia,2/11/20,0,2020-02-11
Montenegro,2/11/20,0,2020-02-11
Armenia,2/11/20,0,2020-02-11
Canada,2/11/20,7,2020-02-11
Dominican Republic,2/11/20,0,2020-02-11
Tanzania,2/11/20,0,2020-02-11
Australia,2/11/20,15,2020-02-11
Libya,2/11/20,0,2020-02-11
Eritrea,2/11/20,0,2020-02-11
Bahrain,2/11/20,0,2020-02-11
Zambia,2/11/20,0,2020-02-11
Uzbekistan,2/11/20,0,2020-02-11
Malaysia,2/11/20,18,2020-02-11
Liberia,2/11/20,0,2020-02-11
Malawi,2/11/20,0,2020-02-11
Suriname,2/11/20,0,2020-02-11
Fiji,2/11/20,0,2020-02-11
United Kingdom,2/11/20,8,2020-02-11
Russia,2/11/20,2,2020-02-11
Belgium,2/11/20,1,2020-02-11
Maldives,2/11/20,0,2020-02-11
Lebanon,2/11/20,0,2020-02-11
Sri Lanka,2/11/20,1,2020-02-11
Saint Vincent and the Grenadines,2/11/20,0,2020-02-11
Equatorial Guinea,2/11/20,0,2020-02-11
Belarus,2/11/20,0,2020-02-11
Ethiopia,2/11/20,0,2020-02-11
Uruguay,2/11/20,0,2020-02-11
Luxembourg,2/11/20,0,2020-02-11
Barbados,2/11/20,0,2020-02-11
Eswatini,2/11/20,0,2020-02-11
Saint Kitts and Nevis,2/11/20,0,2020-02-11
Lithuania,2/11/20,0,2020-02-11
MS Zaandam,2/11/20,0,2020-02-11
Rwanda,2/11/20,0,2020-02-11
China,2/11/20,44386,2020-02-11
Estonia,2/11/20,0,2020-02-11
Liechtenstein,2/11/20,0,2020-02-11
Saint Lucia,2/11/20,0,2020-02-11
Bangladesh,2/11/20,0,2020-02-11
Madagascar,2/11/20,0,2020-02-11
Chile,2/11/20,0,2020-02-11
Togo,2/11/20,0,2020-02-11
Sudan,2/11/20,0,2020-02-11
Colombia,2/11/20,0,2020-02-11
Bahamas,2/11/20,0,2020-02-11
Latvia,2/11/20,0,2020-02-11
Zimbabwe,2/11/20,0,2020-02-11
United Arab Emirates,2/11/20,8,2020-02-11
Bhutan,2/11/20,0,2020-02-11
Austria,2/11/20,0,2020-02-11
Gabon,2/11/20,0,2020-02-11
Qatar,2/11/20,0,2020-02-11
Venezuela,2/11/20,0,2020-02-11
Kosovo,2/11/20,0,2020-02-11
Mexico,2/11/20,0,2020-02-11
Spain,2/11/20,2,2020-02-11
Central African Republic,2/11/20,0,2020-02-11
Moldova,2/11/20,0,2020-02-11
Saudi Arabia,2/11/20,0,2020-02-11
Ecuador,2/11/20,0,2020-02-11
Kenya,2/11/20,0,2020-02-11
Trinidad and Tobago,2/11/20,0,2020-02-11
"Korea, South",2/11/20,28,2020-02-11
Egypt,2/11/20,0,2020-02-11
Sao Tome and Principe,2/11/20,0,2020-02-11
Mauritius,2/11/20,0,2020-02-11
Belize,2/11/20,0,2020-02-11
Finland,2/11/20,1,2020-02-11
Mali,2/11/20,0,2020-02-11
Chad,2/11/20,0,2020-02-11
Malta,2/11/20,0,2020-02-11
Laos,2/11/20,0,2020-02-11
San Marino,2/11/20,0,2020-02-11
El Salvador,2/11/20,0,2020-02-11
Azerbaijan,2/11/20,0,2020-02-11
France,2/11/20,11,2020-02-11
Romania,2/11/20,0,2020-02-11
Mauritania,2/11/20,0,2020-02-11
Timor-Leste,2/11/20,0,2020-02-11
Sweden,2/11/20,1,2020-02-11
Kuwait,2/11/20,0,2020-02-11
Benin,2/11/20,0,2020-02-11
Congo (Brazzaville),2/11/20,0,2020-02-11
Monaco,2/11/20,0,2020-02-11
Kyrgyzstan,2/11/20,0,2020-02-11
Switzerland,2/11/20,0,2020-02-11
Brazil,2/11/20,0,2020-02-11
Djibouti,2/11/20,0,2020-02-11
West Bank and Gaza,2/11/20,0,2020-02-11
Oman,2/11/20,0,2020-02-11
New Zealand,2/11/20,0,2020-02-11
Ghana,2/11/20,0,2020-02-11
Israel,2/11/20,0,2020-02-11
Hungary,2/11/20,0,2020-02-11
Italy,2/11/20,3,2020-02-11
South Africa,2/11/20,0,2020-02-11
Sierra Leone,2/11/20,0,2020-02-11
Pakistan,2/11/20,0,2020-02-11
Namibia,2/11/20,0,2020-02-11
Peru,2/11/20,0,2020-02-11
Seychelles,2/11/20,0,2020-02-11
Indonesia,2/11/20,0,2020-02-11
Taiwan*,2/11/20,18,2020-02-11
Guinea-Bissau,2/11/20,0,2020-02-11
Botswana,2/11/20,0,2020-02-11
Mozambique,2/11/20,0,2020-02-11
Cambodia,2/11/20,1,2020-02-11
North Macedonia,2/11/20,0,2020-02-11
Vietnam,2/11/20,15,2020-02-11
Denmark,2/11/20,0,2020-02-11
Algeria,2/11/20,0,2020-02-11
Serbia,2/11/20,0,2020-02-11
Jamaica,2/11/20,0,2020-02-11
Haiti,2/11/20,0,2020-02-11
Argentina,2/11/20,0,2020-02-11
Albania,2/11/20,0,2020-02-11
Thailand,2/11/20,33,2020-02-11
Netherlands,2/11/20,0,2020-02-11
Cyprus,2/11/20,0,2020-02-11
Ireland,2/11/20,0,2020-02-11
Guinea,2/11/20,0,2020-02-11
Slovakia,2/11/20,0,2020-02-11
Croatia,2/11/20,0,2020-02-11
Norway,2/11/20,0,2020-02-11
Nepal,2/11/20,1,2020-02-11
Syria,2/11/20,0,2020-02-11
Antigua and Barbuda,2/11/20,0,2020-02-11
Papua New Guinea,2/11/20,0,2020-02-11
Diamond Princess,2/11/20,135,2020-02-11
Somalia,2/11/20,0,2020-02-11
Iraq,2/11/20,0,2020-02-11
Greece,2/11/20,0,2020-02-11
Philippines,2/11/20,3,2020-02-11
Honduras,2/11/20,0,2020-02-11
Cabo Verde,2/11/20,0,2020-02-11
Burma,2/11/20,0,2020-02-11
Iran,2/11/20,0,2020-02-11
Uganda,2/11/20,0,2020-02-11
Angola,2/11/20,0,2020-02-11
Brunei,2/11/20,0,2020-02-11
Holy See,2/11/20,0,2020-02-11
Western Sahara,2/11/20,0,2020-02-11
Costa Rica,2/11/20,0,2020-02-11
Cameroon,2/11/20,0,2020-02-11
Cote d'Ivoire,2/11/20,0,2020-02-11
Nicaragua,2/11/20,0,2020-02-11
Bosnia and Herzegovina,2/11/20,0,2020-02-11
Panama,2/11/20,0,2020-02-11
Bulgaria,2/11/20,0,2020-02-11
