ts,location_name,woeid,trend_name,tweet_volume
2020-02-04 19:02:03.399 UTC,Philadelphia,2471217,#MayorCheat,91075
2020-02-04 19:02:05.452 UTC,Ottawa,3369,#MayorCheat,91075
2020-02-04 19:02:05.700 UTC,Manchester,28218,#mayorcheat,91597
2020-02-04 19:02:05.920 UTC,Coventry,17044,#mayorcheat,91075
2020-02-04 19:02:06.034 UTC,Leeds,26042,#mayorcheat,91075
2020-02-04 19:02:06.392 UTC,Bournemouth,13383,#mayorcheat,91075
2020-02-04 19:02:06.474 UTC,Derby,18114,#mayorcheat,91075
2020-02-04 19:02:06.595 UTC,Hull,25211,#mayorcheat,91597
2020-02-04 19:02:06.714 UTC,Leicester,26062,#mayorcheat,91075
2020-02-04 19:02:12.273 UTC,Edinburgh,19344,#mayorcheat,91597
2020-02-04 19:02:12.603 UTC,Canberra,1100968,#MayorCheat,91075
2020-02-04 19:02:12.746 UTC,Darwin,1101597,#MayorCheat,91596
2020-02-04 19:02:13.955 UTC,Brest,824382,#MayorCheat,91596
2020-02-04 19:02:14.070 UTC,Grodno,825848,#MayorCheat,91075
2020-02-04 19:02:14.979 UTC,Baton Rouge,2359991,#MayorCheat,91596
2020-02-04 19:02:15.117 UTC,Mesa,2449808,#MayorCheat,91075
2020-02-04 19:02:15.251 UTC,Pittsburgh,2473224,#MayorCheat,91596
2020-02-04 19:02:55.616 UTC,Cleveland,2381475,#MayorCheat,91596
2020-02-04 19:02:55.728 UTC,Indianapolis,2427032,#MayorCheat,91075
2020-02-04 19:02:55.842 UTC,Las Vegas,2436704,#MayorCheat,91075
2020-02-04 19:02:55.958 UTC,Memphis,2449323,#MayorCheat,91075
2020-02-04 20:00:09.531 UTC,Quebec,3444,#MayorCheat,96865
2020-02-04 20:00:09.871 UTC,Gomel,825978,#MayorCheat,
2020-02-04 20:00:10.008 UTC,Minsk,834463,#MayorCheat,96865
2020-02-04 20:00:13.643 UTC,Milwaukee,2451822,#MayorCheat,
2020-02-04 20:00:14.688 UTC,Adelaide,1099805,#MayorCheat,96865
2020-02-04 20:00:15.023 UTC,Jacksonville,2428344,#MayorCheat,96865
2020-02-04 20:00:15.167 UTC,Las Vegas,2436704,#MayorCheat,
2020-02-04 20:00:15.306 UTC,San Antonio,2487796,#MayorCheat,96865
2020-02-04 20:00:16.175 UTC,Baton Rouge,2359991,#MayorCheat,96865
2020-02-04 20:00:16.320 UTC,Boston,2367105,#MayorCheat,
2020-02-04 20:00:16.478 UTC,Cincinnati,2380358,#MayorCheat,
2020-02-04 20:00:16.596 UTC,Mesa,2449808,#MayorCheat,
2020-02-04 20:00:16.713 UTC,New York,2459115,#MayorCheat,96865
2020-02-04 20:00:16.862 UTC,Oklahoma City,2464592,#MayorCheat,96865
2020-02-04 20:00:16.977 UTC,Colorado Springs,2383489,#MayorCheat,96865
2020-02-04 20:00:17.256 UTC,Charlotte,2378426,#MayorCheat,96865
2020-02-04 20:00:21.699 UTC,Brisbane,1100661,#MayorCheat,96865
2020-02-04 20:00:21.823 UTC,Sydney,1105779,#MayorCheat,
2020-02-04 20:00:22.215 UTC,Canberra,1100968,#MayorCheat,96865
2020-02-04 20:00:24.626 UTC,Baltimore,2358820,#MayorCheat,96865
2020-02-04 20:00:25.197 UTC,Tampa,2503863,#MayorCheat,
2020-02-04 20:00:25.333 UTC,Virginia Beach,2512636,#MayorCheat,
2020-02-04 20:00:27.121 UTC,Calgary,8775,#MayorCheat,96865
2020-02-04 20:00:27.566 UTC,Albuquerque,2352824,#MayorCheat,
2020-02-04 20:00:27.677 UTC,Cleveland,2381475,#MayorCheat,96865
2020-02-04 20:00:27.876 UTC,Long Beach,2441472,#MayorCheat,96865
2020-02-04 20:00:27.997 UTC,Miami,2450022,#MayorCheat,96865
2020-02-04 20:00:28.117 UTC,New Orleans,2458833,#MayorCheat,
2020-02-04 20:00:29.131 UTC,Washington,2514815,#MayorCheat,
2020-02-04 20:00:29.523 UTC,San Francisco,2487956,#MayorCheat,96865
2020-02-04 20:00:29.662 UTC,Seattle,2490383,#MayorCheat,96865
2020-02-04 20:00:29.793 UTC,Tallahassee,2503713,#MayorCheat,96865
2020-02-04 20:00:30.383 UTC,Grodno,825848,#MayorCheat,
2020-02-04 20:00:34.259 UTC,Philadelphia,2471217,#MayorCheat,
2020-02-04 20:00:34.380 UTC,Raleigh,2478307,#MayorCheat,
2020-02-04 20:00:34.524 UTC,Canada,23424775,#MayorCheat,96865
2020-02-04 20:00:34.663 UTC,San Jose,2488042,#MayorCheat,
2020-02-04 20:00:34.835 UTC,San Diego,2487889,#MayorCheat,96865
2020-02-04 20:00:42.369 UTC,Ottawa,3369,#MayorCheat,96865
2020-02-04 20:00:43.262 UTC,Phoenix,2471390,#MayorCheat,96865
2020-02-04 20:00:43.345 UTC,Portland,2475687,#MayorCheat,96865
2020-02-04 20:00:44.697 UTC,Perth,1098081,#MayorCheat,96865
2020-02-04 20:00:44.814 UTC,Darwin,1101597,#MayorCheat,96865
2020-02-04 20:00:45.626 UTC,Pittsburgh,2473224,#MayorCheat,96865
2020-02-04 20:01:00.456 UTC,Worldwide,1,#MayorCheat,
2020-02-04 20:01:00.598 UTC,Edmonton,8676,#MayorCheat,96865
2020-02-04 20:01:02.114 UTC,Dallas-Ft. Worth,2388929,#MayorCheat,
2020-02-04 20:01:02.568 UTC,Indianapolis,2427032,#MayorCheat,96865
2020-02-04 20:01:02.703 UTC,St. Louis,2486982,#MayorCheat,96865
2020-02-04 20:01:02.785 UTC,Salt Lake City,2487610,#MayorCheat,96865
2020-02-04 20:01:02.922 UTC,Belarus,23424765,#MayorCheat,
2020-02-04 20:01:17.731 UTC,Winnipeg,2972,#MayorCheat,96865
2020-02-04 20:01:19.138 UTC,Harrisburg,2418046,#MayorCheat,
2020-02-04 20:01:19.507 UTC,Memphis,2449323,#MayorCheat,96865
2020-02-04 20:01:19.617 UTC,Minneapolis,2452078,#MayorCheat,96865
2020-02-04 20:01:19.761 UTC,Nashville,2457170,#MayorCheat,96865
2020-02-04 20:01:19.879 UTC,Orlando,2466256,#MayorCheat,
2020-02-04 20:01:20.019 UTC,Sacramento,2486340,#MayorCheat,96865
2020-02-04 20:01:20.130 UTC,Louisville,2442327,#MayorCheat,96865
2020-02-04 20:01:20.963 UTC,Melbourne,1103816,#MayorCheat,96865
2020-02-04 20:01:32.683 UTC,Tucson,2508428,#MayorCheat,96865
2020-02-04 20:01:40.625 UTC,Houston,2424766,#MayorCheat,96865
2020-02-04 20:01:40.742 UTC,Jackson,2428184,#MayorCheat,
2020-02-04 20:01:40.870 UTC,Kansas City,2430683,#MayorCheat,96865
2020-02-04 20:01:40.998 UTC,Atlanta,2357024,#MayorCheat,
2020-02-04 20:01:41.144 UTC,Chicago,2379574,#MayorCheat,
2020-02-04 20:01:41.332 UTC,Columbus,2383660,#MayorCheat,
2020-02-04 20:01:41.453 UTC,Detroit,2391585,#MayorCheat,96865
2020-02-04 20:01:41.710 UTC,Australia,23424748,#MayorCheat,96865
2020-02-04 20:01:44.107 UTC,United States,23424977,#MayorCheat,
2020-02-04 20:01:47.229 UTC,Montreal,3534,#MayorCheat,
2020-02-04 20:01:47.369 UTC,Toronto,4118,#MayorCheat,96865
2020-02-04 20:01:47.897 UTC,Vancouver,9807,#MayorCheat,
2020-02-04 20:01:52.745 UTC,Norfolk,2460389,#MayorCheat,
2020-02-04 20:01:52.884 UTC,El Paso,2397816,#MayorCheat,
2020-02-04 20:01:53.022 UTC,Greensboro,2414469,#MayorCheat,96865
2020-02-04 20:01:53.103 UTC,Austin,2357536,#MayorCheat,
2020-02-04 20:01:53.240 UTC,Honolulu,2423945,#MayorCheat,96865
2020-02-04 20:01:53.350 UTC,Birmingham,2364559,#MayorCheat,
2020-02-04 20:01:53.430 UTC,Denver,2391279,#MayorCheat,
2020-02-04 20:01:53.568 UTC,Fresno,2407517,#MayorCheat,96865
2020-02-04 20:01:53.823 UTC,Providence,2477058,#MayorCheat,96865
2020-02-04 20:01:53.941 UTC,Richmond,2480894,#MayorCheat,
2020-02-04 20:01:54.153 UTC,Omaha,2465512,#MayorCheat,96865
2020-02-04 20:01:54.650 UTC,New Haven,2458410,#MayorCheat,96865
2020-02-04 20:01:54.760 UTC,Los Angeles,2442047,#MayorCheat,
2020-02-04 20:02:04.332 UTC,Brest,824382,#MayorCheat,96865
2020-02-04 21:00:09.574 UTC,Perth,1098081,#MayorCheat,101843
2020-02-04 21:00:09.723 UTC,Canberra,1100968,#MayorCheat,101843
2020-02-04 21:00:25.635 UTC,Edmonton,8676,#MayorCheat,101843
2020-02-04 21:00:25.731 UTC,Vancouver,9807,#MayorCheat,101843
2020-02-04 21:00:30.487 UTC,Winnipeg,2972,#MayorCheat,102191
2020-02-04 21:00:30.623 UTC,Ottawa,3369,#MayorCheat,101843
2020-02-04 21:00:41.733 UTC,Melbourne,1103816,#MayorCheat,101843
2020-02-04 21:00:43.975 UTC,Adelaide,1099805,#MayorCheat,101843
2020-02-04 21:00:48.854 UTC,Pittsburgh,2473224,#MayorCheat,101843
2020-02-04 21:00:49.751 UTC,Australia,23424748,#MayorCheat,101843
2020-02-04 21:00:56.164 UTC,Brisbane,1100661,#MayorCheat,101843
2020-02-04 21:00:56.308 UTC,Sydney,1105779,#MayorCheat,101843
2020-02-04 21:01:12.139 UTC,Worldwide,1,#MayorCheat,101843
2020-02-04 21:01:12.263 UTC,Toronto,4118,#MayorCheat,101843
2020-02-04 21:01:14.056 UTC,Canada,23424775,#MayorCheat,101843
