FromType,FromName,Edge,ToType,ToName,Weight
User,Bananas4Bernie,Retweeted by,User,vedadalsette,1
User,Barebeautybody,Retweeted by,User,Mattwoodnyc3,1
User,Barebeautybody,Retweeted by,User,ptown19er,1
User,BeefySnacks,Retweeted by,User,mpo4288,1
User,BernForBernie20,Retweeted by,User,Alpha_IQ,1
User,BernForBernie20,Retweeted by,User,AnnOster13,1
User,BernForBernie20,Retweeted by,User,BklynMS,1
User,BernForBernie20,Retweeted by,User,BrandolphG,1
User,BernForBernie20,Retweeted by,User,BrendaBernsteen,1
User,BernForBernie20,Retweeted by,User,CaptainFindhorn,1
User,BernForBernie20,Retweeted by,User,DenyThemEssence,1
User,BernForBernie20,Retweeted by,User,DonkeyCrossing,1
User,BernForBernie20,Retweeted by,User,FLongshank,1
User,BernForBernie20,Retweeted by,User,GabsSydney26,1
User,BernForBernie20,Retweeted by,User,Herbsistah,1
User,BernForBernie20,Retweeted by,User,IanLeeRussell,1
User,BernForBernie20,Retweeted by,User,JDK66409842,1
User,BernForBernie20,Retweeted by,User,Jamesszy94,1
User,BernForBernie20,Retweeted by,User,JonDeLeonUSA,1
User,BernForBernie20,Retweeted by,User,JudiLoera,1
User,BernForBernie20,Retweeted by,User,JulianFeikTechi,1
User,BernForBernie20,Retweeted by,User,KipPesto,1
User,BernForBernie20,Retweeted by,User,Landilamb,1
User,BernForBernie20,Retweeted by,User,Nuria2407,1
User,BernForBernie20,Retweeted by,User,Organique,1
User,BernForBernie20,Retweeted by,User,Patrick_dunn42,1
User,BernForBernie20,Retweeted by,User,PottPoll,1
User,BernForBernie20,Retweeted by,User,RatuWildfire,1
User,BernForBernie20,Retweeted by,User,RayMart91878678,1
User,BernForBernie20,Retweeted by,User,RiseUpPeeps,1
User,BernForBernie20,Retweeted by,User,RitaLove70,1
User,BernForBernie20,Retweeted by,User,RobchikPetrov,1
User,BernForBernie20,Retweeted by,User,RomanStatue,1
User,BernForBernie20,Retweeted by,User,Shikaternia,1
User,BernForBernie20,Retweeted by,User,Skankyhunt,1
User,BernForBernie20,Retweeted by,User,ThatGuyFee,1
User,BernForBernie20,Retweeted by,User,UnironicA,1
User,BernForBernie20,Retweeted by,User,White4TheWin,1
User,BernForBernie20,Retweeted by,User,bakerlarry84,1
User,BernForBernie20,Retweeted by,User,bigdiesel_007,1
User,BernForBernie20,Retweeted by,User,bigmoneysucks,1
User,BernForBernie20,Retweeted by,User,brendamarieward,1
User,BernForBernie20,Retweeted by,User,couponpadawan,1
User,BernForBernie20,Retweeted by,User,debaptiste_john,1
User,BernForBernie20,Retweeted by,User,eduloanrevolt,1
User,BernForBernie20,Retweeted by,User,jewking1,1
User,BernForBernie20,Retweeted by,User,kaic102,1
User,BernForBernie20,Retweeted by,User,kvilleredeos,1
User,BernForBernie20,Retweeted by,User,luckyhez,1
User,BernForBernie20,Retweeted by,User,lucretius153,1
User,BernForBernie20,Retweeted by,User,momsanteeks,1
User,BernForBernie20,Retweeted by,User,naptime4every1,1
User,BernForBernie20,Retweeted by,User,nyancyan83,1
User,BernForBernie20,Retweeted by,User,pjaro62,1
User,BernForBernie20,Retweeted by,User,sayarita,1
User,BernForBernie20,Retweeted by,User,schristine2315,1
User,BernForBernie20,Retweeted by,User,sperkins718,1
User,BernForBernie20,Retweeted by,User,the7802,1
User,BernForBernie20,Retweeted by,User,uberyacht,1
User,BernForBernie20,Retweeted by,User,upanditembo,1
User,BernForBernie20,Retweeted by,User,vedadalsette,1
User,BernPress,Retweeted by,User,debaptiste_john,1
User,BernPress,Retweeted by,User,nurseryrhme,1
User,BernToAsch,Retweeted by,User,ItsWeThePeople1,1
User,BernToAsch,Retweeted by,User,JDK66409842,1
User,BernToAsch,Retweeted by,User,debaptiste_john,1
User,BigArmsNoLegs,Retweeted by,User,bernorjill,1
User,BigPublisher,Retweeted by,User,lbbronnie,1
User,BigRfaze,Retweeted by,User,PFilipivich,1
User,Boss_Guillotine,Retweeted by,User,CaptainFindhorn,1
User,Boss_Guillotine,Retweeted by,User,DHajjari,1
User,Boss_Guillotine,Retweeted by,User,Georgiemutt,1
User,Boss_Guillotine,Retweeted by,User,K810Mt,1
User,Boss_Guillotine,Retweeted by,User,KipPesto,1
User,Boss_Guillotine,Retweeted by,User,RadicalLove5,1
User,Boss_Guillotine,Retweeted by,User,RayMart91878678,2
User,Boss_Guillotine,Retweeted by,User,ThatGuyFee,1
User,Boss_Guillotine,Retweeted by,User,bigmoneysucks,1
User,Boss_Guillotine,Retweeted by,User,cl4rkk3nt,1
User,Boss_Guillotine,Retweeted by,User,peemot007,1
User,Boss_Guillotine,Retweeted by,User,sallyodum,1
User,Brangq_,Retweeted by,User,JulianFeikTechi,1
User,Brianarbour420,Retweeted by,User,Kizaru,1
User,BrookeMaine,Retweeted by,User,Anthonyreigle1,1
User,BrookeMaine,Retweeted by,User,McDangerpantss,1
User,BrookeMaine,Retweeted by,User,RitaLove70,1
User,BrookeMaine,Retweeted by,User,TuesdayMarketi1,1
User,BrookeMaine,Retweeted by,User,schristine2315,1
User,BrookeMaine,Retweeted by,User,taffy_naffy,1
User,BryanAppel2,Retweeted by,User,comwaytwitty,1
User,BryanDMcNally,Retweeted by,User,PeepsLoving,1
User,BuddyMoore23,Retweeted by,User,Saminsunderland,2
User,Buddyboybudbud,Retweeted by,User,betsybblue,1
User,Buddyboybudbud,Retweeted by,User,jrbaltmd57,1
User,BuniculaTv,Retweeted by,User,DenyThemEssence,1
User,BuniculaTv,Retweeted by,User,feetothefire,1
User,BuniculaTv,Retweeted by,User,jude_lanotta,1
User,Buttogieg,Retweeted by,User,danthelefty,1
User,CHRISTLORD,Retweeted by,User,AngelsDivine,1
User,CTPatriot2006,Retweeted by,User,AndreaProell,1
User,CTPatriot2006,Retweeted by,User,Georgiemutt,1
User,CaccioppoliMike,Retweeted by,User,Barbara59805021,1
User,CaccioppoliMike,Retweeted by,User,DenyThemEssence,1
User,CaccioppoliMike,Retweeted by,User,ExpatMichael,1
User,CaccioppoliMike,Retweeted by,User,Fredric_Ward,1
User,CaccioppoliMike,Retweeted by,User,GodandtheBear,1
User,CaccioppoliMike,Retweeted by,User,JCJ417,1
User,CaccioppoliMike,Retweeted by,User,JDK66409842,1
User,CaccioppoliMike,Retweeted by,User,Jay_Mo1317,1
User,CaccioppoliMike,Retweeted by,User,RayMart91878678,1
User,CaccioppoliMike,Retweeted by,User,SebastosPublius,1
User,CaccioppoliMike,Retweeted by,User,couponpadawan,1
User,CaccioppoliMike,Retweeted by,User,drkwarlord,1
User,CaccioppoliMike,Retweeted by,User,feetothefire,1
User,CaccioppoliMike,Retweeted by,User,lucybball,1
User,CaccioppoliMike,Retweeted by,User,mapersinger,1
User,CaccioppoliMike,Retweeted by,User,sayarita,1
User,CaccioppoliMike,Retweeted by,User,shipman96,1
User,CallingBSonU,Retweeted by,User,NvrHilaryClnton,1
User,CallingBSonU,Retweeted by,User,PeepsLoving,1
User,CallingBSonU,Retweeted by,User,SherrySmart10,1
User,CallingBSonU,Retweeted by,User,joan_nickels,1
User,CarlosVega818,Retweeted by,User,debaptiste_john,1
User,CarlyCalifello,Retweeted by,User,mike_brendan,1
User,CarmineSabia,Retweeted by,User,3_FingersUSA,1
User,CarmineSabia,Retweeted by,User,Alberto1glez,1
User,CarmineSabia,Retweeted by,User,America1stAgain,1
User,CarmineSabia,Retweeted by,User,AraeEnlightened,2
User,CarmineSabia,Retweeted by,User,Bamatopher,1
User,CarmineSabia,Retweeted by,User,BobG727,2
User,CarmineSabia,Retweeted by,User,BobbyWitt12,1
User,CarmineSabia,Retweeted by,User,Brandjosh123,1
User,CarmineSabia,Retweeted by,User,BrianCa62811383,1
User,CarmineSabia,Retweeted by,User,CathyMAGA,1
User,CarmineSabia,Retweeted by,User,Cherylmm2,1
User,CarmineSabia,Retweeted by,User,CiniDennis,1
User,CarmineSabia,Retweeted by,User,CkazDc,1
User,CarmineSabia,Retweeted by,User,CliftonFoster4,1
User,CarmineSabia,Retweeted by,User,CorruptionFix,1
User,CarmineSabia,Retweeted by,User,CrassVol,1
User,CarmineSabia,Retweeted by,User,Cynthiauwuu,1
User,CarmineSabia,Retweeted by,User,DHajjari,1
User,CarmineSabia,Retweeted by,User,DanaMil70590816,1
User,CarmineSabia,Retweeted by,User,DenyThemEssence,2
User,CarmineSabia,Retweeted by,User,Dogdazetoo,1
User,CarmineSabia,Retweeted by,User,FURYOSA2,1
User,CarmineSabia,Retweeted by,User,FisherBurton,1
User,CarmineSabia,Retweeted by,User,Frmaza,1
User,CarmineSabia,Retweeted by,User,Herbsistah,1
User,CarmineSabia,Retweeted by,User,IgG1purifier,1
User,CarmineSabia,Retweeted by,User,InvisibleHand78,1
User,CarmineSabia,Retweeted by,User,JLonzo88,1
User,CarmineSabia,Retweeted by,User,Jamdeeder,1
User,CarmineSabia,Retweeted by,User,JennBetaqueen,1
User,CarmineSabia,Retweeted by,User,JimmyDreturns,1
User,CarmineSabia,Retweeted by,User,JuliePorterj4,1
User,CarmineSabia,Retweeted by,User,KingdomUpholste,1
User,CarmineSabia,Retweeted by,User,Landilamb,1
User,CarmineSabia,Retweeted by,User,LennX6,1
User,CarmineSabia,Retweeted by,User,MAGAHazelnut,1
User,CarmineSabia,Retweeted by,User,MJ_Nonna_4Trump,1
User,CarmineSabia,Retweeted by,User,MNEZA3,1
User,CarmineSabia,Retweeted by,User,MoweryRoger,1
User,CarmineSabia,Retweeted by,User,NataliaDarrigo,1
User,CarmineSabia,Retweeted by,User,PatriotProud45,2
User,CarmineSabia,Retweeted by,User,PattMiles,1
User,CarmineSabia,Retweeted by,User,Rachell98893097,1
User,CarmineSabia,Retweeted by,User,RandyEberle,1
User,CarmineSabia,Retweeted by,User,Rumbleboffin,1
User,CarmineSabia,Retweeted by,User,SC88438052,1
User,CarmineSabia,Retweeted by,User,SmokyMtnGal12,1
User,CarmineSabia,Retweeted by,User,SueLuckyIrish,2
User,CarmineSabia,Retweeted by,User,Tommy_KF,1
User,CarmineSabia,Retweeted by,User,TrumpVoterSlayr,1
User,CarmineSabia,Retweeted by,User,USAFCrypto,1
User,CarmineSabia,Retweeted by,User,VeryTiredMom,1
User,CarmineSabia,Retweeted by,User,_Surenaa_,1
User,CarmineSabia,Retweeted by,User,_teresa_1234,1
User,CarmineSabia,Retweeted by,User,_wwmhd_,1
User,CarmineSabia,Retweeted by,User,abuvH2O,1
User,CarmineSabia,Retweeted by,User,alwaysthemama,1
User,CarmineSabia,Retweeted by,User,angela_dutcher,1
User,CarmineSabia,Retweeted by,User,austinunleash1,1
User,CarmineSabia,Retweeted by,User,bartrulez,1
User,CarmineSabia,Retweeted by,User,bernorjill,1
User,CarmineSabia,Retweeted by,User,bixoooo,2
User,CarmineSabia,Retweeted by,User,bjsgarda317,1
User,CarmineSabia,Retweeted by,User,blanken01,1
User,CarmineSabia,Retweeted by,User,cindyaelliott,1
User,CarmineSabia,Retweeted by,User,cliosi,1
User,CarmineSabia,Retweeted by,User,coelho_john,1
User,CarmineSabia,Retweeted by,User,couponpadawan,2
User,CarmineSabia,Retweeted by,User,czechered1,1
User,CarmineSabia,Retweeted by,User,drhrose,1
User,CarmineSabia,Retweeted by,User,fenton_pam,1
User,CarmineSabia,Retweeted by,User,firemann816,1
User,CarmineSabia,Retweeted by,User,friendpopkiki1,2
User,CarmineSabia,Retweeted by,User,gruvtex,1
User,CarmineSabia,Retweeted by,User,iSchlakman,1
User,CarmineSabia,Retweeted by,User,indigoace40,1
User,CarmineSabia,Retweeted by,User,jenniforlyn,1
User,CarmineSabia,Retweeted by,User,joey_poynter,1
User,CarmineSabia,Retweeted by,User,julietomo64,1
User,CarmineSabia,Retweeted by,User,justlikethat67,1
User,CarmineSabia,Retweeted by,User,kungfugrip22,1
User,CarmineSabia,Retweeted by,User,latigbo,1
User,CarmineSabia,Retweeted by,User,ljnarnia,1
User,CarmineSabia,Retweeted by,User,magaboome,1
User,CarmineSabia,Retweeted by,User,mariluna329,1
User,CarmineSabia,Retweeted by,User,melgdl,1
User,CarmineSabia,Retweeted by,User,michaelgiff31,1
User,CarmineSabia,Retweeted by,User,musser_benson,1
User,CarmineSabia,Retweeted by,User,rentonMagaUK,1
User,CarmineSabia,Retweeted by,User,socal9491,1
User,CarmineSabia,Retweeted by,User,stardustnf,1
User,CarmineSabia,Retweeted by,User,susu1954,1
User,CarmineSabia,Retweeted by,User,tanajam,1
User,CarmineSabia,Retweeted by,User,travlyngirl,1
User,CarmineSabia,Retweeted by,User,tristanjulieava,1
User,CarmineSabia,Retweeted by,User,vox_politica,1
User,CarmineSabia,Retweeted by,User,vunderfool,1
User,CarmineSabia,Retweeted by,User,wellnessFR,1
User,CarmineSabia,Retweeted by,User,workinmamaw,1
User,CaroIeRadziwill,Retweeted by,User,_wwmhd_,1
User,Carolin75054091,Retweeted by,User,nenedid,1
User,CharXRenee,Retweeted by,User,JStoddardYoung1,1
User,ChemicalEyeGuy,Retweeted by,User,BillHog15360397,1
User,ChrisSturr,Retweeted by,User,secitsuJ51,1
User,ChuckH300ACCBLK,Retweeted by,User,SharonZeggert,1
User,CitizensForBern,Retweeted by,User,mmw2129,1
User,ColemanPhillipa,Retweeted by,User,Empress_GiGi,1
User,CommieAngel,Retweeted by,User,Alscool1,1
User,CommieAngel,Retweeted by,User,berniewins2020,1
User,CommieAngel,Retweeted by,User,downingmatt6,1
User,CommieAngel,Retweeted by,User,gerberianshepsk,1
User,CommieAngel,Retweeted by,User,jpmomof5,1
User,CongressLawton4,Retweeted by,User,DanielxXxGarcia,1
User,CongressLawton4,Retweeted by,User,MonzterofHope,1
User,CongressLawton4,Retweeted by,User,RayMart91878678,1
User,CongressLawton4,Retweeted by,User,RedTownBlue2020,1
User,CongressLawton4,Retweeted by,User,Where_am_I_42,1
User,CongressLawton4,Retweeted by,User,debaptiste_john,1
User,CongressLawton4,Retweeted by,User,godless_left,1
User,ConsensusExiled,Retweeted by,User,RigelRed,1
User,Cowicide,Retweeted by,User,7times70times,1
User,Cowicide,Retweeted by,User,FrankFNBGrp,1
User,Cowicide,Retweeted by,User,GabrielArcari2,1
User,Cowicide,Retweeted by,User,JDK66409842,1
User,Cowicide,Retweeted by,User,JTPopiel,1
User,Cowicide,Retweeted by,User,JiggaJabbo,1
User,Cowicide,Retweeted by,User,RayMart91878678,2
User,Cowicide,Retweeted by,User,RobchikPetrov,1
User,Cowicide,Retweeted by,User,TheTardisDoc,1
User,Cowicide,Retweeted by,User,Tote_ushek,1
User,Cowicide,Retweeted by,User,couponpadawan,2
User,Cowicide,Retweeted by,User,debaptiste_john,2
User,Cowicide,Retweeted by,User,shall2142,1
User,Creeemi,Retweeted by,User,Alberto1glez,1
User,CultureShlock,Retweeted by,User,AtlasFreeRadio,1
User,CultureShlock,Retweeted by,User,CTPatriot2006,1
User,CultureShlock,Retweeted by,User,CubeRobsSoul,1
User,CultureShlock,Retweeted by,User,DeLouche111,1
User,CultureShlock,Retweeted by,User,EdSkipper,1
User,CultureShlock,Retweeted by,User,GodTVRadio666,1
User,CultureShlock,Retweeted by,User,Herbsistah,1
User,CultureShlock,Retweeted by,User,KristenKP43,1
User,CultureShlock,Retweeted by,User,M_Cherry_315,1
User,CultureShlock,Retweeted by,User,MarissaDenial,1
User,CultureShlock,Retweeted by,User,MistralKDawn,1
User,CultureShlock,Retweeted by,User,NC_Zero,1
User,CultureShlock,Retweeted by,User,OldBarbedWire,1
User,CultureShlock,Retweeted by,User,RayMart91878678,1
User,CultureShlock,Retweeted by,User,RedTownBlue2020,1
User,CultureShlock,Retweeted by,User,ShelleyBees,1
User,CultureShlock,Retweeted by,User,SocialistBoomer,1
User,CultureShlock,Retweeted by,User,TheBern420,1
User,CultureShlock,Retweeted by,User,YaroslavKovalc7,1
User,CultureShlock,Retweeted by,User,alwaysthemama,1
User,CultureShlock,Retweeted by,User,ariella011,1
User,CultureShlock,Retweeted by,User,chris34252462,1
User,CultureShlock,Retweeted by,User,devinmaxime,1
User,CultureShlock,Retweeted by,User,dollopojjam,1
User,CultureShlock,Retweeted by,User,dtalley1952,1
User,CultureShlock,Retweeted by,User,glindabfierce,1
User,CultureShlock,Retweeted by,User,hochalicious,1
User,CultureShlock,Retweeted by,User,just_the_xyz,1
User,CultureShlock,Retweeted by,User,nyancyan83,1
User,CultureShlock,Retweeted by,User,pghdads,1
User,CultureShlock,Retweeted by,User,pushandpulljlm,1
User,CultureShlock,Retweeted by,User,rideordiestark,1
User,CultureShlock,Retweeted by,User,sayarita,1
User,CultureShlock,Retweeted by,User,up_viking,1
User,CultureShlock,Retweeted by,User,wiseman_rhonda,1
User,DBellsD,Retweeted by,User,larslalars,1
User,DGreatAwakening,Retweeted by,User,MeldeLawrence,1
User,DHajjari,Retweeted by,User,DFGEASS,1
User,DSA_weed_caucus,Retweeted by,User,timmyreal,1
User,Danny_Stainview,Retweeted by,User,debaptiste_john,1
User,DarkDrai,Retweeted by,User,BourbonNaps,1
User,DarkDrai,Retweeted by,User,DianeFarringt11,1
User,DarkDrai,Retweeted by,User,OzRaptor,1
User,DarkDrai,Retweeted by,User,PDXorax,1
User,DarkDrai,Retweeted by,User,jonrocks69,1
User,DarkDrai,Retweeted by,User,schristine2315,1
User,DaveImbSays,Retweeted by,User,foxadvisory,1
User,Daytobehappy,Retweeted by,User,MaryKayEastman1,1
User,Dean5012,Retweeted by,User,DeLouche111,1
User,Dean5012,Retweeted by,User,RayMart91878678,1
User,Dean5012,Retweeted by,User,Zoniman,1
User,Dean5012,Retweeted by,User,sayarita,1
User,Democratic_Rep,Retweeted by,User,LEMonman223,1
User,DharmicFundoo,Retweeted by,User,ventura_omaha,1
User,DianePkbg,Retweeted by,User,AmyParada,1
User,DianePkbg,Retweeted by,User,Anarcodroid,1
User,DianePkbg,Retweeted by,User,CubeDomination,1
User,DianePkbg,Retweeted by,User,EuroYankeeBlog,1
User,DianePkbg,Retweeted by,User,GodandtheBear,1
User,DianePkbg,Retweeted by,User,HThurs,1
User,DianePkbg,Retweeted by,User,LakeOzarks60mm,1
User,DianePkbg,Retweeted by,User,RSK_ACTION81,1
User,DianePkbg,Retweeted by,User,ScotStevens71,1
User,DianePkbg,Retweeted by,User,Tiffy_Otaku,1
User,DianePkbg,Retweeted by,User,TransComics,1
User,DianePkbg,Retweeted by,User,bernorjill,1
User,DianePkbg,Retweeted by,User,busybeachmama4,1
User,DianePkbg,Retweeted by,User,corts__world,1
User,DianePkbg,Retweeted by,User,couponpadawan,2
User,DianePkbg,Retweeted by,User,frenchieheng,1
User,DianePkbg,Retweeted by,User,jpmomof5,1
User,DianePkbg,Retweeted by,User,kagomefraser,1
User,DianePkbg,Retweeted by,User,lynnwhite976,1
User,DianePkbg,Retweeted by,User,marcynewman,1
User,DianePkbg,Retweeted by,User,reyIoe,1
User,DianePkbg,Retweeted by,User,sayarita,1
User,DianePkbg,Retweeted by,User,shrewst,1
User,DianePkbg,Retweeted by,User,tntroy61,1
User,DianePkbg,Retweeted by,User,vedadalsette,1
User,EKraabel,Retweeted by,User,101_junkie,1
User,EKraabel,Retweeted by,User,crossxtc2,1
User,EKraabel,Retweeted by,User,sayarita,1
User,EdanClay,Retweeted by,User,1baldchick,1
User,EdanClay,Retweeted by,User,8pointedstar,1
User,EdanClay,Retweeted by,User,AGirlHasNoPOTUS,1
User,EdanClay,Retweeted by,User,AVestige1,1
User,EdanClay,Retweeted by,User,Azzurekat,1
User,EdanClay,Retweeted by,User,CanadianSibling,1
User,EdanClay,Retweeted by,User,Catbriar,1
User,EdanClay,Retweeted by,User,ChristineBK4,1
User,EdanClay,Retweeted by,User,DTTorres_,1
User,EdanClay,Retweeted by,User,Darkflower59,1
User,EdanClay,Retweeted by,User,Eden_Sarbanes,1
User,EdanClay,Retweeted by,User,FaithJusticeNOW,1
User,EdanClay,Retweeted by,User,Garlandsmom13,2
User,EdanClay,Retweeted by,User,GeraldineWarr3,1
User,EdanClay,Retweeted by,User,HapppyFurbabies,1
User,EdanClay,Retweeted by,User,Herbsistah,1
User,EdanClay,Retweeted by,User,Jersey_Craig,1
User,EdanClay,Retweeted by,User,Julissa09005878,1
User,EdanClay,Retweeted by,User,JusR3ading1,1
User,EdanClay,Retweeted by,User,JustSaying1600,1
User,EdanClay,Retweeted by,User,Karmasaurus,1
User,EdanClay,Retweeted by,User,KathyRadigan,1
User,EdanClay,Retweeted by,User,KimKimbowman,1
User,EdanClay,Retweeted by,User,Level5escort,1
User,EdanClay,Retweeted by,User,LoquaciousLucky,1
User,EdanClay,Retweeted by,User,MakersMark07,1
User,EdanClay,Retweeted by,User,Marleyday13,1
User,EdanClay,Retweeted by,User,Moniorti,1
User,EdanClay,Retweeted by,User,P_Formigal,1
User,EdanClay,Retweeted by,User,Papacelsus,1
User,EdanClay,Retweeted by,User,Phillygirl1441,1
User,EdanClay,Retweeted by,User,PoliticsAlert,1
User,EdanClay,Retweeted by,User,PottPoll,1
User,EdanClay,Retweeted by,User,PuppyResists,2
User,EdanClay,Retweeted by,User,SandraH3llo,1
User,EdanClay,Retweeted by,User,SeabreezeCheryl,1
User,EdanClay,Retweeted by,User,Sneggals,1
User,EdanClay,Retweeted by,User,Spike9151,1
User,EdanClay,Retweeted by,User,StuartSyvret,1
User,EdanClay,Retweeted by,User,SueJaco0213,1
User,EdanClay,Retweeted by,User,Tania69882357,1
User,EdanClay,Retweeted by,User,TrumpDog1,1
User,EdanClay,Retweeted by,User,VancouverBlues,1
User,EdanClay,Retweeted by,User,WriterJCYoung,1
User,EdanClay,Retweeted by,User,Zudleymarie,1
User,EdanClay,Retweeted by,User,_Sean_83,1
User,EdanClay,Retweeted by,User,acr810,1
User,EdanClay,Retweeted by,User,alaskarebel,1
User,EdanClay,Retweeted by,User,andSandSandra,1
User,EdanClay,Retweeted by,User,angmartinez2014,1
User,EdanClay,Retweeted by,User,bamagirl35950,1
User,EdanClay,Retweeted by,User,beaches456,1
User,EdanClay,Retweeted by,User,bluenewjersey,1
User,EdanClay,Retweeted by,User,cai0410,1
User,EdanClay,Retweeted by,User,colbynews,1
User,EdanClay,Retweeted by,User,cosgrove_heidi,2
User,EdanClay,Retweeted by,User,crackersnatch,1
User,EdanClay,Retweeted by,User,debette_goldry,1
User,EdanClay,Retweeted by,User,donnadiane1970,1
User,EdanClay,Retweeted by,User,doubobee55,1
User,EdanClay,Retweeted by,User,eimzcaomhanach,1
User,EdanClay,Retweeted by,User,emills28,1
User,EdanClay,Retweeted by,User,familygrowing1,1
User,EdanClay,Retweeted by,User,hjuleehebert,1
User,EdanClay,Retweeted by,User,iluvliberals,1
User,EdanClay,Retweeted by,User,jazz3183,1
User,EdanClay,Retweeted by,User,jonesKimberlyA,1
User,EdanClay,Retweeted by,User,jordanla23,1
User,EdanClay,Retweeted by,User,kale0579,1
User,EdanClay,Retweeted by,User,lgib15,1
User,EdanClay,Retweeted by,User,lilredandy,1
User,EdanClay,Retweeted by,User,marie12bv,1
User,EdanClay,Retweeted by,User,mckeonmk,1
User,EdanClay,Retweeted by,User,norrthpier,1
User,EdanClay,Retweeted by,User,omgmariaa,1
User,EdanClay,Retweeted by,User,pattykanan,1
User,EdanClay,Retweeted by,User,ralphharper1965,1
User,EdanClay,Retweeted by,User,rarediseasemom,1
User,EdanClay,Retweeted by,User,rinabobina,1
User,EdanClay,Retweeted by,User,rsmale,1
User,EdanClay,Retweeted by,User,seagirl50,1
User,EdanClay,Retweeted by,User,snippe295_kay,1
User,EdanClay,Retweeted by,User,sunkist111,1
User,EdanClay,Retweeted by,User,sunnyinjax2,1
User,EdanClay,Retweeted by,User,swachsman,1
User,EdanClay,Retweeted by,User,takinyera,1
User,EdanClay,Retweeted by,User,woodb63,1
User,Ellars,Retweeted by,User,0__sno__0,1
User,Ellars,Retweeted by,User,0llyMelancholy,1
User,Ellars,Retweeted by,User,1loosecannonn,1
User,Ellars,Retweeted by,User,3ambarbie,1
User,Ellars,Retweeted by,User,Alpha_IQ,1
User,Ellars,Retweeted by,User,Anthonyreigle1,2
User,Ellars,Retweeted by,User,AruliusMarcus,1
User,Ellars,Retweeted by,User,AshleenFredrik2,1
User,Ellars,Retweeted by,User,AshleyC79516567,1
User,Ellars,Retweeted by,User,Astrologic007,1
User,Ellars,Retweeted by,User,BMNJ4AY,1
User,Ellars,Retweeted by,User,BettingYang,1
User,Ellars,Retweeted by,User,BrendaBernsteen,1
User,Ellars,Retweeted by,User,CIndyStarbuck,1
User,Ellars,Retweeted by,User,CherriFaerii,1
User,Ellars,Retweeted by,User,CloudyArchitect,1
User,Ellars,Retweeted by,User,CubeRobsSoul,1
User,Ellars,Retweeted by,User,DeLouche111,1
User,Ellars,Retweeted by,User,DonkeyCrossing,2
